time,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,solenoid_6_state,solenoid_4_state,doublesolenoid_2-7_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,doublesolenoid_3-0_state,doublesolenoid_5-1_state,
25,0.125,12.25,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.850000000000001,0.00390625,110991,0.0,11.9,0.0,0,false,false,kOff,0.0,11.8,0.0,-3879,0.0,11.9,0.0,0,kOff,kOff,
65,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.850000000000001,0.00390625,110991,0.0,11.9,0.0,0,false,false,kOff,0.0,11.8,0.0,-3879,0.0,11.9,0.0,0,kReverse,kOff,
83,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.850000000000001,0.00390625,110991,0.0,11.9,0.0,0,false,false,kOff,0.0,11.8,0.0,-3879,0.0,11.9,0.0,0,kReverse,kOff,
102,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.850000000000001,0.00390625,110991,0.0,11.9,0.0,0,false,false,kOff,0.0,11.8,0.0,-3879,0.0,11.9,0.0,0,kReverse,kOff,
122,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.850000000000001,0.00390625,110991,0.0,11.9,0.0,0,false,false,kOff,0.0,11.8,0.0,-3879,0.0,11.9,0.0,0,kReverse,kOff,
142,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.850000000000001,0.00390625,110991,0.0,11.9,0.0,0,false,false,kOff,0.0,11.8,0.0,-3879,0.0,11.9,0.0,0,kReverse,kOff,
162,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.9,0.0,0,false,false,kOff,0.0,11.8,0.0,-3879,0.0,11.9,0.0,0,kReverse,kOff,
181,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.9,0.0,0,kReverse,kOff,
200,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.9,0.0,0,kReverse,kOff,
221,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.9,0.0,0,kReverse,kOff,
241,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.9,0.0,0,kReverse,kOff,
261,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.9,0.0,0,kReverse,kOff,
282,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.9,0.0,0,kReverse,kOff,
301,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.9,0.0,0,kReverse,kOff,
320,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.9,0.0,0,kReverse,kOff,
340,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
363,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
382,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
421,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
443,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
484,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
504,0.125,11.850000000000001,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
522,0.125,11.8,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
544,0.125,11.8,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
562,0.125,11.8,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
583,0.125,11.8,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
600,0.125,11.8,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
621,0.125,11.8,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
645,0.125,11.8,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.75,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
664,0.125,11.8,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.75,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
681,0.125,11.8,0.00390625,106941,0.125,11.850000000000001,0.0,0,0.0,11.75,0.00390625,110991,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
