time,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,solenoid_6_state,solenoid_4_state,doublesolenoid_2-7_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,doublesolenoid_3-0_state,doublesolenoid_5-1_state,
1,0.125,11.75,0.00390625,101627,0.125,11.75,0.0,0,0.0,11.7,0.00390625,105806,0.0,11.75,0.0,0,false,false,kOff,0.0,11.7,0.0,-3879,0.0,11.8,0.0,0,kReverse,kReverse,
26,0.125,11.75,0.3,101627,0.125,11.75,0.0,0,0.0,11.7,0.3,105806,0.0,11.75,0.0,0,false,false,kOff,0.0,11.7,0.0,-3879,0.0,11.8,0.0,0,kReverse,kReverse,
45,0.125,11.75,0.3,101627,0.125,11.75,0.0,0,1.25,11.7,0.3,105806,0.0,11.75,0.0,0,false,false,kOff,0.0,11.7,0.0,-3879,0.0,11.600000000000001,0.0,0,kReverse,kReverse,
69,3.125,11.2,0.3,101652,1.25,11.75,0.0,0,1.875,11.7,0.3,105806,3.125,11.5,0.0,0,false,false,kOff,0.0,11.7,0.0,-3879,0.0,11.600000000000001,0.0,0,kReverse,kReverse,
87,3.125,11.2,0.3,101652,2.0,11.75,0.0,0,2.125,11.7,0.3,105806,3.125,11.5,0.0,0,false,false,kOff,0.0,11.7,0.0,-3879,0.0,11.600000000000001,0.0,0,kReverse,kReverse,
106,3.375,11.2,0.3,101652,2.125,11.75,0.0,0,2.125,11.7,0.3,105806,3.375,11.5,0.0,0,false,false,kOff,0.0,11.7,0.0,-3879,0.0,11.600000000000001,0.0,0,kReverse,kReverse,
127,3.375,11.2,0.3,101652,2.625,11.75,0.0,0,2.75,11.7,0.3,105806,3.625,11.5,0.0,0,false,false,kOff,0.0,11.7,0.0,-3879,0.0,11.600000000000001,0.0,0,kReverse,kReverse,
145,4.25,11.2,0.3,101652,3.75,11.75,0.0,0,3.125,11.7,0.3,105806,4.75,11.5,0.0,0,false,false,kOff,0.0,11.7,0.0,-3879,0.0,11.600000000000001,0.0,0,kReverse,kReverse,
165,5.625,11.2,0.3,101652,5.125,10.8,0.0,0,3.625,11.7,0.3,105806,6.25,11.5,0.0,0,false,false,kOff,0.0,11.7,0.0,-3879,0.0,11.600000000000001,0.0,0,kReverse,kReverse,
185,6.75,11.2,0.3,101652,6.0,10.8,0.0,0,3.125,11.7,0.3,105896,7.5,11.5,0.0,0,false,false,kOff,0.0,11.7,0.0,-3879,0.0,11.600000000000001,0.0,0,kReverse,kReverse,
206,6.375,11.2,0.3,101652,5.625,10.8,0.0,0,3.0,10.95,0.3,105896,7.0,11.5,0.0,0,false,false,kOff,0.0,10.95,0.0,-3879,0.0,11.100000000000001,0.0,0,kReverse,kReverse,
225,6.125,11.2,0.3,101652,5.25,10.8,0.0,0,3.0,10.95,0.3,105896,6.5,10.850000000000001,0.0,0,false,false,kOff,0.0,10.95,0.0,-3879,0.0,11.100000000000001,0.0,0,kReverse,kReverse,
245,5.75,11.0,0.3,101760,4.875,10.8,0.0,0,2.75,10.95,0.3,105896,6.125,10.850000000000001,0.0,0,false,false,kOff,0.0,10.95,0.0,-3879,0.0,11.100000000000001,0.0,0,kReverse,kReverse,
267,5.375,11.0,0.3,101760,4.75,10.8,0.0,0,2.75,10.95,0.3,105896,5.875,10.850000000000001,0.0,0,false,false,kOff,0.0,10.95,0.0,-3879,0.0,11.100000000000001,0.0,0,kReverse,kReverse,
286,5.375,11.0,0.3,101760,4.75,10.8,0.0,0,2.75,10.95,0.3,105896,5.625,10.850000000000001,0.0,0,false,false,kOff,0.0,10.95,0.0,-3879,0.0,11.100000000000001,0.0,0,kReverse,kReverse,
310,5.375,11.0,0.3,101760,4.75,10.8,0.0,0,2.625,10.95,0.3,105896,5.625,10.850000000000001,0.0,0,false,false,kOff,0.0,10.95,0.0,-3879,0.0,11.100000000000001,0.0,0,kReverse,kReverse,
