time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,solenoid_6_state,solenoid_4_state,doublesolenoid_2-7_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,doublesolenoid_3-0_state,doublesolenoid_5-1_state,
6,12.950000000000001,0.0,0.0,98879.83249999999,0.125,12.8,0.00390625,233609,0.125,12.85,0.0,0,0.125,12.8,0.00390625,253994,0.125,12.8,0.0,0,false,false,kOff,0.0,12.75,0.0,-479,0.0,12.85,0.0,0,kOff,kOff,
34,12.950000000000001,0.0,0.0,98879.83249999999,0.125,12.8,0.00390625,233609,0.125,12.85,0.0,0,0.125,12.8,0.00390625,253994,0.125,12.8,0.0,0,false,false,kForward,0.0,12.75,0.0,-479,0.0,12.85,0.0,0,kReverse,kOff,
65,12.450000000000001,0.0,0.0,98879.83249999999,0.125,12.8,0.00390625,233609,0.125,12.05,0.0,0,0.125,12.8,0.00390625,253994,0.125,12.8,0.0,0,false,false,kForward,0.0,12.75,0.0,-479,0.0,12.85,0.0,0,kReverse,kOff,
95,12.5,0.0,0.0,98879.83249999999,0.125,12.8,0.00390625,233609,0.125,12.05,0.0,0,0.125,12.8,0.00390625,253994,0.125,12.8,0.0,0,false,false,kForward,0.0,12.75,0.0,-479,0.0,12.85,0.0,0,kReverse,kOff,
115,12.55,0.0,0.0,98879.83249999999,0.125,12.450000000000001,0.00390625,233609,0.125,12.05,0.0,0,0.125,12.4,0.00390625,253994,0.125,12.450000000000001,0.0,0,false,false,kForward,0.0,12.4,0.0,-479,0.0,12.5,0.0,0,kReverse,kOff,
136,12.55,0.0,0.0,98879.83249999999,0.125,12.450000000000001,0.00390625,233609,0.125,12.05,0.0,0,0.125,12.4,0.00390625,253994,0.125,12.450000000000001,0.0,0,false,false,kForward,0.0,12.4,0.0,-479,0.0,12.5,0.0,0,kReverse,kOff,
155,12.55,0.0,0.0,98879.83249999999,0.125,12.450000000000001,0.00390625,233609,0.125,12.05,0.0,0,0.125,12.4,0.00390625,253994,0.125,12.450000000000001,0.0,0,false,false,kForward,0.0,12.4,0.0,-479,0.0,12.5,0.0,0,kReverse,kOff,
175,12.6,0.0,0.0,98879.83249999999,0.125,12.450000000000001,0.00390625,233609,0.125,12.05,0.0,0,0.125,12.4,0.00390625,253994,0.125,12.450000000000001,0.0,0,false,false,kForward,0.0,12.4,0.0,-479,0.0,12.5,0.0,0,kReverse,kOff,
195,12.6,0.0,0.0,98879.83249999999,0.125,12.450000000000001,0.00390625,233609,0.125,12.05,0.0,0,0.125,12.4,0.00390625,253994,0.125,12.450000000000001,0.0,0,false,false,kForward,0.0,12.4,0.0,-479,0.0,12.5,0.0,0,kReverse,kOff,
215,12.55,0.0,0.0,98879.83249999999,0.125,12.450000000000001,0.00390625,233609,0.125,12.5,0.0,0,0.125,12.4,0.00390625,253994,0.125,12.450000000000001,0.0,0,false,false,kForward,0.0,12.4,0.0,-479,0.0,12.5,0.0,0,kReverse,kOff,
235,12.55,0.0,0.0,98879.83249999999,0.125,12.450000000000001,0.00390625,233609,0.125,12.5,0.0,0,0.125,12.4,0.00390625,253994,0.125,12.450000000000001,0.0,0,false,false,kForward,0.0,12.4,0.0,-479,0.0,12.5,0.0,0,kReverse,kOff,
254,12.55,0.0,0.0,98879.83249999999,0.125,12.450000000000001,0.00390625,233609,0.125,12.5,0.0,0,0.125,12.4,0.00390625,253994,0.125,12.450000000000001,0.0,0,false,false,kForward,0.0,12.4,0.0,-479,0.0,12.5,0.0,0,kReverse,kOff,
