time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,solenoid_6_state,solenoid_4_state,doublesolenoid_2-7_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,doublesolenoid_3-0_state,doublesolenoid_5-1_state,
7,12.75,0.0,0.0,2778.0125,0.125,12.65,0.00390625,-393,0.125,12.65,0.0,0,0.0,12.6,0.00390625,-657,0.0,12.65,0.0,0,false,false,kOff,0.0,12.55,0.0,0,0.0,12.65,0.0,0,kOff,kOff,
40,11.8,0.0,0.0,2778.0125,0.125,12.65,0.00390625,-393,0.125,12.65,0.0,0,0.0,12.6,0.00390625,-657,0.0,12.65,0.0,0,false,false,kOff,0.0,12.55,0.0,0,0.0,12.65,0.0,0,kReverse,kOff,
60,12.05,0.0,0.0,2778.0125,0.125,12.65,0.00390625,-393,0.125,12.05,0.0,0,0.0,12.6,0.00390625,-657,0.0,12.65,0.0,0,false,false,kOff,0.0,12.55,0.0,0,0.0,12.65,0.0,0,kReverse,kOff,
79,12.3,0.0,0.0,2778.0125,0.125,12.65,0.00390625,-393,0.125,12.05,0.0,0,0.0,12.6,0.00390625,-657,0.0,12.65,0.0,0,false,false,kOff,0.0,12.55,0.0,0,0.0,12.65,0.0,0,kReverse,kOff,
99,12.35,0.0,0.0,2778.0125,0.125,12.65,0.00390625,-393,0.125,12.05,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.65,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.65,0.0,0,kReverse,kOff,
119,12.35,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.05,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.65,0.0,0,kReverse,kOff,
141,12.35,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.05,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
161,12.4,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.05,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
181,12.4,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.05,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
201,12.35,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.05,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
222,12.35,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
242,12.4,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
264,12.4,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
286,12.450000000000001,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
320,12.4,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
340,12.4,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
363,12.450000000000001,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
385,12.450000000000001,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
405,12.450000000000001,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
428,12.35,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
453,12.4,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
479,12.450000000000001,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
499,12.450000000000001,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
519,12.450000000000001,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
540,12.450000000000001,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
560,12.4,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
580,12.450000000000001,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.35,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
600,12.450000000000001,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
620,12.450000000000001,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
641,12.450000000000001,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
661,12.35,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
681,12.4,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
701,12.4,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
722,12.4,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.125,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
742,12.35,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
762,12.35,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
782,12.35,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
803,12.35,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
824,12.4,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
845,12.4,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.3,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
879,12.35,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.3,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
900,12.35,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.3,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
920,12.35,0.0,0.0,2778.0125,0.125,12.25,0.00390625,-393,0.125,12.3,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
941,12.35,0.0,0.0,2778.0125,0.125,12.25,0.00390625,-393,0.125,12.3,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
