time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,solenoid_6_state,solenoid_4_state,doublesolenoid_2-7_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,doublesolenoid_3-0_state,doublesolenoid_5-1_state,
6,12.75,0.0,0.0,2778.0125,0.125,12.6,0.00390625,-393,0.125,12.65,0.0,0,0.0,12.6,0.00390625,-657,0.0,12.6,0.0,0,false,false,kOff,0.0,12.55,0.0,0,0.0,12.65,0.0,0,kOff,kOff,
40,12.200000000000001,0.0,0.0,2778.0125,0.125,12.6,0.00390625,-393,0.125,12.0,0.0,0,0.0,12.6,0.00390625,-657,0.125,12.6,0.0,0,false,false,kOff,0.0,12.55,0.0,0,0.0,12.65,0.0,0,kReverse,kOff,
61,12.200000000000001,0.0,0.0,2778.0125,0.125,12.6,0.00390625,-393,0.125,12.0,0.0,0,0.0,12.6,0.00390625,-657,0.125,12.6,0.0,0,false,false,kOff,0.0,12.55,0.0,0,0.0,12.65,0.0,0,kReverse,kOff,
83,12.3,0.0,0.0,2778.0125,0.125,12.6,0.00390625,-393,0.125,12.0,0.0,0,0.0,12.200000000000001,0.00390625,-657,0.125,12.25,0.0,0,false,false,kOff,0.0,12.15,0.0,0,0.0,12.65,0.0,0,kReverse,kOff,
117,12.4,0.0,0.0,2778.0125,0.125,12.25,0.00390625,-393,0.125,12.0,0.0,0,0.0,12.200000000000001,0.00390625,-657,0.125,12.25,0.0,0,false,false,kOff,0.0,12.15,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
137,12.4,0.0,0.0,2778.0125,0.125,12.25,0.00390625,-393,0.125,12.0,0.0,0,0.0,12.200000000000001,0.00390625,-657,0.125,12.25,0.0,0,false,false,kOff,0.0,12.15,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
157,12.35,0.0,0.0,2778.0125,0.125,12.25,0.00390625,-393,0.125,12.0,0.0,0,0.0,12.200000000000001,0.00390625,-657,0.125,12.25,0.0,0,false,false,kOff,0.0,12.15,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
178,12.35,0.0,0.0,2778.0125,0.125,12.25,0.00390625,-393,0.125,12.0,0.0,0,0.0,12.200000000000001,0.00390625,-657,0.125,12.25,0.0,0,false,false,kOff,0.0,12.15,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
202,12.35,0.0,0.0,2778.0125,0.125,12.25,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.200000000000001,0.00390625,-657,0.0,12.25,0.0,0,false,false,kOff,0.0,12.15,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
223,12.4,0.0,0.0,2778.0125,0.125,12.25,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.200000000000001,0.00390625,-657,0.0,12.25,0.0,0,false,false,kOff,0.0,12.15,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
257,12.4,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
279,12.35,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
298,12.35,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
317,12.4,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
338,12.4,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.35,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
358,12.4,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.3,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
379,12.35,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.3,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
402,12.35,0.0,0.0,2778.0125,0.125,12.3,0.00390625,-393,0.125,12.3,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
424,12.35,0.0,0.0,2778.0125,0.125,12.25,0.00390625,-393,0.125,12.3,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
458,12.4,0.0,0.0,2778.0125,0.125,12.25,0.00390625,-393,0.125,12.3,0.0,0,0.0,12.25,0.00390625,-657,0.0,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
479,12.4,0.0,0.0,2778.0125,0.125,12.25,0.00390625,-393,0.125,12.3,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
499,12.3,0.0,0.0,2778.0125,0.125,12.25,0.00390625,-393,0.125,12.3,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
519,12.35,0.0,0.0,2778.0125,0.125,12.25,0.00390625,-393,0.125,12.3,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
539,12.35,0.0,0.0,2778.0125,0.125,12.25,0.00390625,-393,0.125,12.3,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
559,12.35,0.0,0.0,2778.0125,0.125,12.25,0.00390625,-393,0.125,12.3,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
578,12.4,0.0,0.0,2778.0125,0.125,12.25,0.00390625,-393,0.125,12.3,0.0,0,0.0,12.25,0.00390625,-657,0.125,12.3,0.0,0,false,false,kOff,0.0,12.200000000000001,0.0,0,0.0,12.35,0.0,0,kReverse,kOff,
