time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,solenoid_6_state,solenoid_4_state,doublesolenoid_2-7_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,doublesolenoid_3-0_state,doublesolenoid_5-1_state,
26,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
73,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
113,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
139,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
173,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
217,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
253,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
279,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
313,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
352,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
378,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.8,0.0,0,kReverse,kOff,
413,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.8,0.0,0,kReverse,kOff,
453,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.8,0.0,0,kReverse,kOff,
479,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.8,0.0,0,kReverse,kOff,
513,12.8,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.8,0.0,0,kReverse,kOff,
542,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.8,0.0,0,kReverse,kOff,
580,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.8,0.0,0,kReverse,kOff,
616,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.8,0.0,0,kReverse,kOff,
653,12.8,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.8,0.0,0,kReverse,kOff,
679,12.8,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.8,0.0,0,kReverse,kOff,
713,12.8,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
753,12.8,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
778,12.8,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
833,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
859,12.8,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
893,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
916,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
953,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.125,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
978,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
1013,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
1037,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
1073,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
1098,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
1133,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
1174,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.125,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.8,0.0,0,kReverse,kOff,
1214,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.8,0.0,0,kReverse,kOff,
1239,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.8,0.0,0,kReverse,kOff,
1272,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.8,0.0,0,kReverse,kOff,
1312,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.8,0.0,0,kReverse,kOff,
1352,12.85,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
1379,12.8,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
1419,12.8,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
1493,12.8,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
1533,12.8,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
1574,12.8,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
1613,12.8,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
1636,12.8,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
1660,12.8,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.125,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
1683,12.8,0.0,0.0,2778.0125,0.125,12.75,0.00390625,-393,0.125,12.75,0.0,0,0.0,12.700000000000001,0.00390625,-657,0.0,12.75,0.0,0,false,false,kOff,0.0,12.65,0.0,0,0.0,12.75,0.0,0,kReverse,kOff,
