time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,solenoid_6_state,solenoid_4_state,doublesolenoid_2-7_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_7_current,talon_7_voltage,talon_7_value,talon_7_position,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,doublesolenoid_3-0_state,doublesolenoid_5-1_state,
28,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.25,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.0,12.3,0.0078125,0,kReverse,kOff,
88,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.25,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.125,12.200000000000001,0.0078125,0,0.0,12.3,0.0078125,0,kReverse,kOff,
130,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.25,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.125,12.200000000000001,0.0078125,0,0.125,12.3,0.0078125,0,kReverse,kOff,
169,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.25,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.125,12.3,0.0078125,0,kReverse,kOff,
210,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.0,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.125,12.3,0.0078125,0,kReverse,kOff,
249,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.0,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.125,12.3,0.0078125,0,kReverse,kOff,
289,12.4,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.0,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.125,12.3,0.0078125,0,kReverse,kOff,
330,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.125,12.3,0.0078125,0,kReverse,kOff,
369,12.4,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.0,12.3,0.0078125,0,kReverse,kOff,
409,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.0,12.3,0.0078125,0,kReverse,kOff,
449,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.125,12.3,0.0078125,0,kReverse,kOff,
489,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.125,12.3,0.0078125,0,kReverse,kOff,
529,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.25,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.125,12.3,0.0078125,0,kReverse,kOff,
571,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.25,0.0,0,0.0,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.125,12.3,0.0078125,0,kReverse,kOff,
614,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.25,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.0,12.3,0.0078125,0,kReverse,kOff,
676,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.0,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.0,12.3,0.0078125,0,kReverse,kOff,
711,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.0,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.125,12.3,0.0078125,0,kReverse,kOff,
751,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.0,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.125,12.3,0.0078125,0,kReverse,kOff,
789,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.125,12.3,0.0078125,0,kReverse,kOff,
830,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.125,12.200000000000001,0.0078125,0,0.0,12.3,0.0078125,0,kReverse,kOff,
869,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.125,12.200000000000001,0.0078125,0,0.0,12.3,0.0078125,0,kReverse,kOff,
909,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.0,12.3,0.0078125,0,kReverse,kOff,
949,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.125,12.3,0.0078125,0,kReverse,kOff,
989,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,0.0,-4268,0.0,12.200000000000001,0.0078125,0,0.0,12.3,0.0078125,0,kReverse,kOff,
1030,12.35,0.0,0.0,114415.7675,0.125,12.25,0.00390625,25150,0.125,12.3,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,0.125,12.200000000000001,-4.268,-4268,0.0,12.200000000000001,0.0,0,0.125,12.3,0.0078125,0,kReverse,kOff,
1070,11.95,7.5,91.125,114417.59,0.125,12.15,0.00390625,25150,0.125,12.3,0.0,0,0.125,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,6.875,12.200000000000001,-4.268,-4268,0.0,12.200000000000001,0.0,0,0.125,12.3,0.0078125,0,kReverse,kOff,
1110,12.25,7.5,91.875,114421.2575,0.125,12.15,0.00390625,25150,0.125,12.3,0.0,0,0.0,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,7.125,12.200000000000001,-4.268,-4268,0.125,12.200000000000001,0.0,0,0.0,12.3,0.0078125,0,kReverse,kOff,
1150,12.25,5.25,64.0,114423.82250000001,0.125,12.15,0.00390625,25150,0.125,12.15,0.0,0,0.0,12.25,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,4.25,12.200000000000001,-4.268,-4268,0.125,12.200000000000001,0.0,0,0.0,12.3,0.0078125,0,kReverse,kOff,
1190,12.1,8.5,101.5,114427.1225,0.125,12.15,0.00390625,25150,0.125,12.15,0.0,0,0.125,11.9,0.00390625,10060,0.125,12.25,0.0,0,false,false,kOff,8.5,11.75,-4.268,-3939,0.0,12.0,0.0,0,0.125,11.9,0.0078125,0,kReverse,kOff,
1234,11.9,8.5,101.125,114431.175,0.125,11.850000000000001,0.00390625,25150,0.125,12.15,0.0,0,0.125,11.9,0.00390625,10060,0.125,11.9,0.0,0,false,false,kOff,13.375,11.75,-3.939,-3939,0.0,12.0,0.0,0,0.0,11.9,0.0078125,0,kReverse,kOff,
1270,11.95,14.625,174.75,114436.7,0.125,11.850000000000001,0.00390625,25150,0.125,12.15,0.0,0,0.125,11.9,0.00390625,10060,0.125,11.9,0.0,0,false,false,kOff,13.875,11.75,-3.939,-3939,0.0,12.0,0.0,0,0.0,11.9,0.0078125,0,kReverse,kOff,
1311,11.95,14.625,174.75,114443.69,0.125,11.850000000000001,0.00390625,25150,0.125,11.9,0.0,0,0.125,11.9,0.00390625,10060,0.125,11.9,0.0,0,false,false,kOff,12.375,11.75,-3.939,-3939,0.0,12.0,0.0,0,0.0,11.9,0.0078125,0,kReverse,kOff,
1351,11.9,13.0,154.625,114449.87500000001,0.125,11.850000000000001,0.00390625,25150,0.125,11.9,0.0,0,0.125,11.8,0.00390625,10060,0.125,11.9,0.0,0,false,false,kOff,12.25,11.65,-3.939,-3710,0.125,11.75,0.0,0,0.0,11.850000000000001,0.0078125,0,kReverse,kOff,
1391,11.9,14.0,166.5,114456.285,0.125,11.8,0.00390625,25150,0.125,11.9,0.0,0,0.125,11.8,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,12.5,11.65,-3.71,-3710,0.125,11.75,0.0,0,0.0,11.850000000000001,0.0078125,0,kReverse,kOff,
1430,12.0,14.0,168.0,114463.00499999999,0.125,11.8,0.00390625,25150,0.125,11.9,0.0,0,0.125,11.8,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,10.375,11.65,-3.71,-3710,0.125,11.75,0.0,0,0.0,11.850000000000001,0.0078125,0,kReverse,kOff,
1491,12.05,10.0,121.0,114470.23499999999,0.125,11.8,0.00390625,25150,0.125,12.0,0.0,0,0.125,11.8,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,7.875,11.65,-3.71,-3710,0.125,11.9,0.0,0,0.0,11.850000000000001,0.0078125,0,kReverse,kOff,
1529,12.1,7.25,87.25,114473.73250000001,0.125,12.0,0.00390625,25150,0.125,12.0,0.0,0,0.0,11.95,0.00390625,10060,0.125,12.0,0.0,0,false,false,kOff,6.75,11.850000000000001,-3.3930000000000002,-3393,0.125,11.9,0.0,0,0.0,12.05,0.0078125,0,kReverse,kOff,
1590,12.05,6.5,78.25,114478.79500000001,0.125,12.0,0.00390625,25150,0.125,12.0,0.0,0,0.0,11.95,0.00390625,10060,0.125,12.0,0.0,0,false,false,kOff,6.375,11.850000000000001,-3.3930000000000002,-3393,0.0,11.9,0.0,0,0.0,12.05,0.0078125,0,kReverse,kOff,
1655,12.05,8.0,96.375,114483.8475,0.125,12.0,0.00390625,25150,0.125,12.0,0.0,0,0.125,11.95,0.00390625,10060,0.125,12.0,0.0,0,false,false,kOff,7.75,11.850000000000001,-3.3930000000000002,-3029,0.125,11.9,0.0,0,0.0,12.05,0.0078125,0,kReverse,kOff,
1695,12.1,8.0,96.75,114487.71,0.125,12.0,0.00390625,25150,0.125,12.0,0.0,0,0.125,11.95,0.00390625,10060,0.125,12.0,0.0,0,false,false,kOff,6.75,11.8,-3.029,-3029,0.0,11.9,0.0,0,0.0,12.0,0.0078125,0,kReverse,kOff,
1750,12.05,7.5,90.375,114493.14,0.125,12.0,0.00390625,25150,0.125,12.0,0.0,0,0.125,11.95,0.00390625,10060,0.125,12.0,0.0,0,false,false,kOff,6.875,11.8,-3.029,-3029,0.0,11.9,0.0,0,0.0,12.0,0.0078125,0,kReverse,kOff,
1790,12.05,7.0,84.25,114496.51,0.125,12.0,0.00390625,25150,0.125,12.0,0.0,0,0.125,11.95,0.00390625,10060,0.125,12.0,0.0,0,false,false,kOff,7.125,11.8,-3.029,-3029,0.0,11.9,0.0,0,0.0,12.0,0.0078125,0,kReverse,kOff,
1816,12.0,7.0,84.0,114498.19,0.125,12.0,0.00390625,25150,0.125,12.0,0.0,0,0.125,11.95,0.00390625,10060,0.125,12.0,0.0,0,false,false,kOff,7.25,11.8,-3.029,-3029,0.0,11.9,0.0,0,0.0,12.0,0.0078125,0,kReverse,kOff,
1850,12.0,7.75,93.375,114501.9175,0.125,11.95,0.00390625,25150,0.125,12.0,0.0,0,0.125,11.9,0.00390625,10060,0.125,12.0,0.0,0,false,false,kOff,7.875,11.9,-2.672,-2672,0.0,11.9,0.0,0,0.0,12.0,0.0078125,0,kReverse,kOff,
1890,12.05,7.75,93.375,114505.6525,0.125,11.95,0.00390625,25150,0.125,12.0,0.0,0,0.125,11.9,0.00390625,10060,0.125,12.0,0.0,0,false,false,kOff,8.375,11.9,-2.672,-2672,0.0,11.9,0.0,0,0.0,12.0,0.0078125,0,kReverse,kOff,
1931,12.05,8.75,105.375,114509.8675,0.125,11.95,0.00390625,25150,0.125,12.0,0.0,0,0.125,11.9,0.00390625,10060,0.125,12.0,0.0,0,false,false,kOff,8.375,11.9,-2.672,-2672,0.0,11.9,0.0,0,0.0,12.0,0.0078125,0,kReverse,kOff,
1971,11.95,9.125,109.0,114514.15500000001,0.125,11.95,0.00390625,25150,0.125,11.95,0.0,0,0.125,11.9,0.00390625,10060,0.125,12.0,0.0,0,false,false,kOff,8.5,11.9,-2.672,-2672,0.0,11.850000000000001,0.0,0,0.0,12.0,0.0078125,0,kReverse,kOff,
2011,12.05,9.125,109.875,114518.54999999999,0.125,11.9,0.00390625,25150,0.125,11.95,0.0,0,0.125,11.9,0.00390625,10060,0.125,11.9,0.0,0,false,false,kOff,8.375,11.850000000000001,-2.344,-2344,0.0,11.850000000000001,0.0,0,0.0,11.95,0.0078125,0,kReverse,kOff,
2050,12.05,8.625,103.5,114522.6975,0.125,11.9,0.00390625,25150,0.125,11.95,0.0,0,0.125,11.9,0.00390625,10060,0.125,11.9,0.0,0,false,false,kOff,8.375,11.850000000000001,-2.344,-2344,0.125,11.850000000000001,0.0,0,0.0,11.95,0.0078125,0,kReverse,kOff,
2090,12.0,8.625,103.5,114526.845,0.125,11.9,0.00390625,25150,0.125,11.95,0.0,0,0.125,11.9,0.00390625,10060,0.125,11.9,0.0,0,false,false,kOff,8.375,11.850000000000001,-2.344,-2344,0.125,11.850000000000001,0.0,0,0.0,11.95,0.0078125,0,kReverse,kOff,
2132,12.0,8.625,103.5,114530.985,0.125,11.9,0.00390625,25150,0.125,11.95,0.0,0,0.125,11.9,0.00390625,10060,0.125,11.9,0.0,0,false,false,kOff,8.375,11.850000000000001,-2.344,-2344,0.125,11.850000000000001,0.0,0,0.0,11.95,0.0078125,0,kReverse,kOff,
