time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,solenoid_6_state,solenoid_4_state,doublesolenoid_2-7_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_7_current,talon_7_voltage,talon_7_value,talon_7_position,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,doublesolenoid_3-0_state,doublesolenoid_5-1_state,
30,12.0,0.0,0.0,113055.08,0.125,11.75,0.00390625,25150,0.125,11.9,0.0,0,0.0,11.55,0.00390625,10060,0.125,11.7,0.0,0,false,false,kOff,0.125,11.55,0.0,-169,0.125,11.850000000000001,0.0078125,0,0.125,11.7,0.0078125,0,kOff,kOff,
97,11.95,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.9,0.0,0,0.125,11.850000000000001,0.00390625,10060,0.125,11.9,0.0,0,false,false,kOff,0.125,11.8,0.0,-169,0.0,11.850000000000001,0.0078125,0,0.125,11.9,0.0078125,0,kReverse,kOff,
128,11.95,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.9,0.0,0,0.125,11.850000000000001,0.00390625,10060,0.125,11.9,0.0,0,false,false,kOff,0.125,11.8,0.0,-169,0.125,11.850000000000001,0.0078125,0,0.125,11.9,0.0078125,0,kReverse,kOff,
177,11.95,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.9,0.0,0,0.125,11.850000000000001,0.00390625,10060,0.125,11.9,0.0,0,false,false,kOff,0.125,11.8,0.0,-169,0.0,11.850000000000001,0.0078125,0,0.125,11.9,0.0078125,0,kReverse,kOff,
217,11.95,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.9,0.0,0,0.125,11.850000000000001,0.00390625,10060,0.125,11.9,0.0,0,false,false,kOff,0.125,11.8,0.0,-169,0.0,11.8,0.0078125,0,0.0,11.9,0.0078125,0,kReverse,kOff,
257,11.95,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.9,0.0,0,0.0,11.850000000000001,0.00390625,10060,0.125,11.9,0.0,0,false,false,kOff,0.125,11.8,0.0,-169,0.0,11.8,0.0078125,0,0.0,11.9,0.0078125,0,kReverse,kOff,
297,11.95,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.9,0.0,0,0.125,11.850000000000001,0.00390625,10060,0.125,11.9,0.0,0,false,false,kOff,0.125,11.8,0.0,-169,0.0,11.8,0.0078125,0,0.125,11.9,0.0078125,0,kReverse,kOff,
337,11.95,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.9,0.0,0,0.125,11.850000000000001,0.00390625,10060,0.125,11.9,0.0,0,false,false,kOff,0.125,11.8,0.0,-169,0.0,11.8,0.0078125,0,0.125,11.9,0.0078125,0,kReverse,kOff,
386,12.0,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.9,0.0,0,0.0,11.850000000000001,0.00390625,10060,0.125,11.9,0.0,0,false,false,kOff,0.125,11.75,0.0,-169,0.0,11.8,0.0078125,0,0.125,11.9,0.0078125,0,kReverse,kOff,
425,12.0,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.9,0.0,0,0.125,11.850000000000001,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.125,11.75,0.0,-169,0.0,11.8,0.0078125,0,0.125,11.9,0.0078125,0,kReverse,kOff,
463,11.95,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.9,0.0,0,0.125,11.850000000000001,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.125,11.75,0.0,-169,0.0,11.8,0.0078125,0,0.125,11.9,0.0078125,0,kReverse,kOff,
517,11.95,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.125,11.850000000000001,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.125,11.75,0.0,-169,0.0,11.8,0.0078125,0,0.125,11.9,0.0078125,0,kReverse,kOff,
557,11.95,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.125,11.75,0.0,-169,0.125,11.75,0.0078125,0,0.0,11.9,0.0078125,0,kReverse,kOff,
597,11.9,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.125,11.8,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.125,11.75,0.0,-169,0.0,11.75,0.0078125,0,0.0,11.9,0.0078125,0,kReverse,kOff,
659,11.95,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.125,11.8,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.125,11.75,0.0,-169,0.125,11.75,0.0078125,0,0.125,11.9,0.0078125,0,kReverse,kOff,
697,11.95,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.125,11.75,0.0,-169,0.125,11.75,0.0078125,0,0.125,11.9,0.0078125,0,kReverse,kOff,
738,11.95,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.125,11.75,0.0,-169,0.125,11.75,0.0078125,0,0.0,11.850000000000001,0.0078125,0,kReverse,kOff,
776,11.95,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.125,11.75,0.0,-169,0.125,11.75,0.0078125,0,0.0,11.850000000000001,0.0078125,0,kReverse,kOff,
817,11.9,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.125,11.75,0.0,-169,0.125,11.75,0.0078125,0,0.125,11.850000000000001,0.0078125,0,kReverse,kOff,
860,11.850000000000001,0.0,0.0,113055.08,0.125,11.850000000000001,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.125,11.8,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.125,11.75,0.0,-169,0.125,11.75,0.0078125,0,0.125,11.850000000000001,0.0078125,0,kReverse,kOff,
907,11.95,0.0,0.0,113055.08,0.125,11.8,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.125,11.75,0.0,-169,0.0,11.75,0.0078125,0,0.0,11.850000000000001,0.0078125,0,kReverse,kOff,
944,11.95,0.0,0.0,113055.08,0.125,11.8,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.125,11.75,0.0,-169,0.125,11.75,0.0078125,0,0.0,11.850000000000001,0.0078125,0,kReverse,kOff,
976,11.95,0.0,0.0,113055.08,0.125,11.8,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.125,11.8,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.125,11.75,0.0,-169,0.125,11.75,0.0078125,0,0.0,11.850000000000001,0.0078125,0,kReverse,kOff,
1017,11.850000000000001,0.0,0.0,113055.08,0.125,11.8,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.125,11.8,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.125,11.75,0.0,-169,0.0,11.75,0.0078125,0,0.125,11.850000000000001,0.0078125,0,kReverse,kOff,
1057,11.9,0.0,0.0,113055.08,0.125,11.8,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.125,11.75,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-169,0.125,11.75,0.0078125,0,0.125,11.850000000000001,0.0078125,0,kReverse,kOff,
1096,11.95,0.0,0.0,113055.08,0.125,11.8,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.125,11.75,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-169,0.0,11.75,0.0078125,0,0.125,11.850000000000001,0.0078125,0,kReverse,kOff,
1138,11.850000000000001,0.0,0.0,113055.08,0.125,11.8,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.0,11.75,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,0.125,11.75,-0.169,-169,0.0,11.75,0.0,0,0.125,11.850000000000001,0.0078125,0,kReverse,kOff,
1178,11.850000000000001,0.0,0.0,113055.08,0.125,11.8,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.0,11.75,0.00390625,10060,0.125,11.850000000000001,0.0,0,false,false,kOff,1.0,11.75,-0.169,-169,0.125,11.7,0.0,0,0.0,11.850000000000001,0.0078125,0,kReverse,kOff,
1218,11.850000000000001,0.0,0.0,113055.08,0.125,11.75,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.125,11.7,0.00390625,10060,0.125,11.75,0.0,0,false,false,kOff,1.75,11.7,-0.157,-157,0.125,11.7,0.0,0,0.0,11.8,0.0078125,0,kReverse,kOff,
1258,11.8,2.625,30.875,113056.3175,0.125,11.75,0.00390625,25150,0.125,11.850000000000001,0.0,0,0.125,11.7,0.00390625,10060,0.125,11.75,0.0,0,false,false,kOff,1.875,11.7,-0.157,-157,0.125,11.7,0.0,0,0.0,11.8,0.0078125,0,kReverse,kOff,
