talon_4_current,talon_4_voltage,talon_4_value,talon_5_current,talon_5_voltage,talon_5_value,talon_2_current,talon_2_voltage,talon_2_value,talon_3_current,talon_3_voltage,talon_3_value,solenoid_6_state,solenoid_4_state,null_state,talon_1_current,talon_1_voltage,talon_1_value,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.0,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.0,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.0,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.0,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.0,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.0,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.0,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.0,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.0,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.0,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.0,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.0,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.0,12.15,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.200000000000001,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.0,12.1,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.125,12.1,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.0,12.1,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.125,12.1,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.0,12.1,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.125,12.1,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.0,12.1,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.0,12.1,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.0,12.1,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.1,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.200000000000001,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.15,0.00390625,0.125,12.200000000000001,0.0,0.0,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.15,0.00390625,0.125,12.15,0.0,0.125,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.15,0.00390625,0.125,12.15,0.0,0.125,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.15,0.00390625,0.125,12.15,0.0,0.125,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.15,0.00390625,0.125,12.15,0.0,0.125,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.125,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.125,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.125,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.125,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.125,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.125,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.125,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.125,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.125,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.125,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.15,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.125,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.1,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.125,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.125,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.15,0.0,0.125,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.125,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.125,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.125,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.125,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.125,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.125,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.125,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.125,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.125,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.125,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.125,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.125,12.05,0.00390625,0.0,12.1,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.0,12.1,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.0,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.0,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.125,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.125,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.125,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.05,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.0,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.0,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.0,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.0,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.0,0.0,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.0,0.023622047156095505,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.0,12.0,0.07086614519357681,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.125,12.0,0.10236220806837082,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.25,12.0,0.15748031437397003,
0.125,12.1,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,0.5,12.0,0.18897637724876404,
0.125,12.05,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,1.125,12.0,0.21259842813014984,
0.125,12.05,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,1.75,12.0,0.24409449100494385,
0.125,12.05,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,2.0,12.0,0.27559053897857666,
0.125,12.05,0.00390625,0.125,12.1,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,2.375,12.0,0.29921260476112366,
0.125,12.05,0.00390625,0.125,12.05,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,3.0,12.0,0.30708661675453186,
0.125,12.05,0.00390625,0.125,12.05,0.0,0.0,12.05,0.00390625,0.125,12.1,0.0,false,false,kOff,3.5,12.0,0.32283464074134827,
0.125,12.05,0.00390625,0.125,12.05,0.0,0.125,12.0,0.00390625,0.125,12.1,0.0,false,false,kOff,4.0,11.9,0.33070865273475647,
0.125,12.05,0.00390625,0.125,12.05,0.0,0.125,12.0,0.00390625,0.125,12.0,0.0,false,false,kOff,4.375,11.9,0.35433071851730347,
