time,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,solenoid_6_state,solenoid_4_state,doublesolenoid_2-7_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,doublesolenoid_3-0_state,doublesolenoid_5-1_state,
,0.125,12.35,0.3,92664,0.125,12.4,0.0,0,0.0,12.35,0.3,87989,0.0,12.4,0.0,0,false,false,kOff,0.0,12.3,0.0,-5255,0.0,12.4,0.0,0,kReverse,kReverse,
,0.125,12.35,0.3,92664,0.125,12.4,0.0,0,0.0,12.35,0.3,87989,0.0,12.4,0.0,0,false,false,kOff,0.0,12.3,0.0,-5255,0.0,12.4,0.0,0,kReverse,kReverse,
,0.125,12.35,0.3,92664,0.125,12.4,0.0,0,0.0,12.35,0.3,87989,0.0,12.4,0.0,0,false,false,kOff,0.0,12.3,0.0,-5255,0.0,12.4,0.0,0,kReverse,kReverse,
,1.875,12.35,0.3,92664,1.625,12.4,0.0,0,2.125,12.35,0.3,87989,2.625,12.4,0.0,0,false,false,kOff,0.0,12.3,0.0,-5255,0.0,12.4,0.0,0,kReverse,kReverse,
,3.25,12.35,0.3,92664,2.375,12.4,0.0,0,2.375,12.35,0.3,87989,3.625,12.4,0.0,0,false,false,kOff,0.0,12.3,0.0,-5255,0.0,12.4,0.0,0,kReverse,kReverse,
,3.75,12.35,0.3,92664,2.625,12.0,0.0,0,2.5,12.35,0.3,87989,4.125,12.4,0.0,0,false,false,kOff,0.0,12.3,0.0,-5255,0.0,12.4,0.0,0,kReverse,kReverse,
,3.625,12.35,0.3,92664,1.75,12.0,0.0,0,1.625,12.35,0.3,87989,3.625,12.4,0.0,0,false,false,kOff,0.0,12.3,0.0,-5255,0.0,12.4,0.0,0,kReverse,kReverse,
,2.5,12.35,0.3,92664,0.875,12.0,0.0,0,1.0,12.1,0.3,88108,2.625,12.4,0.0,0,false,false,kOff,0.0,12.3,0.0,-5255,0.0,12.4,0.0,0,kReverse,kReverse,
,1.625,12.35,0.3,92664,0.5,12.0,0.0,0,0.75,12.1,0.3,88108,1.875,12.200000000000001,0.0,0,false,false,kOff,0.0,12.1,0.0,-5255,0.0,12.200000000000001,0.0,0,kReverse,kReverse,
,1.25,12.15,0.3,92842,0.5,12.0,0.0,0,0.5,12.1,0.3,88108,1.125,12.200000000000001,0.0,0,false,false,kOff,0.0,12.1,0.0,-5255,0.0,12.200000000000001,0.0,0,kReverse,kReverse,
,1.125,12.15,0.3,92842,0.375,12.0,0.0,0,0.5,12.1,0.3,88108,1.0,12.200000000000001,0.0,0,false,false,kOff,0.0,12.1,0.0,-5255,0.0,12.200000000000001,0.0,0,kReverse,kReverse,
,0.875,12.15,0.3,92842,0.375,12.0,0.0,0,0.5,12.1,0.3,88108,1.0,12.200000000000001,0.0,0,false,false,kOff,0.0,12.1,0.0,-5255,0.0,12.200000000000001,0.0,0,kReverse,kReverse,
,0.875,12.15,0.3,92842,0.375,12.0,0.0,0,0.5,12.1,0.3,88108,0.75,12.200000000000001,0.0,0,false,false,kOff,0.0,12.1,0.0,-5255,0.0,12.200000000000001,0.0,0,kReverse,kReverse,
,0.875,12.15,0.3,92842,0.375,12.200000000000001,0.0,0,0.5,12.1,0.3,88108,1.0,12.200000000000001,0.0,0,false,false,kOff,0.0,12.1,0.0,-5255,0.0,12.200000000000001,0.0,0,kReverse,kReverse,
,0.875,12.15,0.3,92842,0.375,12.200000000000001,0.0,0,0.5,12.1,0.3,88108,0.75,12.200000000000001,0.0,0,false,false,kOff,0.0,12.1,0.0,-5255,0.0,12.200000000000001,0.0,0,kReverse,kReverse,
,0.875,12.15,0.3,92842,0.375,12.200000000000001,0.0,0,0.5,12.15,0.3,88375,1.0,12.200000000000001,0.0,0,false,false,kOff,0.0,12.1,0.0,-5255,0.0,12.200000000000001,0.0,0,kReverse,kReverse,
,0.875,12.15,0.3,92842,0.375,12.200000000000001,0.0,0,0.5,12.15,0.3,88375,0.75,12.200000000000001,0.0,0,false,false,kOff,0.0,12.15,0.0,-5255,0.0,12.25,0.0,0,kReverse,kReverse,
,0.875,12.200000000000001,0.3,93124,0.375,12.200000000000001,0.0,0,0.5,12.15,0.3,88375,0.75,12.200000000000001,0.0,0,false,false,kOff,0.0,12.15,0.0,-5255,0.0,12.25,0.0,0,kReverse,kReverse,
