time,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,solenoid_6_state,solenoid_4_state,doublesolenoid_2-7_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,doublesolenoid_3-0_state,doublesolenoid_5-1_state,
1,0.125,11.850000000000001,0.0,101660,0.125,11.850000000000001,0.0,0,0.0,11.8,0.0,105956,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kReverse,
50,0.125,11.850000000000001,0.3,101660,0.125,11.850000000000001,0.0,0,0.0,11.8,0.3,105956,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kReverse,
69,1.5,11.850000000000001,0.3,101660,0.125,11.850000000000001,0.0,0,0.75,11.600000000000001,0.3,105958,2.375,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kReverse,
88,3.25,11.850000000000001,0.3,101660,0.125,11.850000000000001,0.0,0,1.25,11.600000000000001,0.3,105958,3.25,11.350000000000001,0.0,0,false,false,kOff,0.0,11.5,0.0,-3879,0.0,11.5,0.0,0,kReverse,kReverse,
108,4.625,11.25,0.3,101687,0.875,11.850000000000001,0.0,0,2.375,11.600000000000001,0.3,105958,4.75,11.350000000000001,0.0,0,false,false,kOff,0.0,11.5,0.0,-3879,0.0,11.5,0.0,0,kReverse,kReverse,
127,6.125,11.25,0.3,101687,2.625,11.850000000000001,0.0,0,2.625,11.600000000000001,0.3,105958,6.625,11.350000000000001,0.0,0,false,false,kOff,0.0,11.5,0.0,-3879,0.0,11.5,0.0,0,kReverse,kReverse,
148,6.375,11.25,0.3,101687,3.875,11.850000000000001,0.0,0,2.75,11.600000000000001,0.3,105958,7.125,11.350000000000001,0.0,0,false,false,kOff,0.0,11.5,0.0,-3879,0.0,11.5,0.0,0,kReverse,kReverse,
167,6.875,11.25,0.3,101687,4.75,11.850000000000001,0.0,0,2.75,11.600000000000001,0.3,105958,7.875,11.350000000000001,0.0,0,false,false,kOff,0.0,11.5,0.0,-3879,0.0,11.5,0.0,0,kReverse,kReverse,
187,6.5,11.25,0.3,101687,5.125,11.850000000000001,0.0,0,2.5,11.600000000000001,0.3,105958,7.875,11.350000000000001,0.0,0,false,false,kOff,0.0,11.5,0.0,-3879,0.0,11.5,0.0,0,kReverse,kReverse,
214,6.25,11.25,0.3,101687,4.75,11.15,0.0,0,2.5,11.600000000000001,0.3,105958,6.875,11.350000000000001,0.0,0,false,false,kOff,0.0,11.5,0.0,-3879,0.0,11.5,0.0,0,kReverse,kReverse,
