time,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,solenoid_6_state,solenoid_4_state,doublesolenoid_2-7_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,doublesolenoid_3-0_state,doublesolenoid_5-1_state,
15,0.125,12.4,0.00390625,44156,0.0,12.450000000000001,0.0,0,0.0,12.200000000000001,0.00390625,41653,0.0,12.4,0.0,0,false,false,kOff,0.0,12.0,0.0,0,0.0,12.450000000000001,0.0,0,kOff,kOff,
39,0.125,12.4,0.00390625,44156,0.0,12.450000000000001,0.0,0,0.0,12.200000000000001,0.00390625,41653,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,12.0,0.0,0,0.0,11.9,0.0,0,kReverse,kOff,
59,0.125,11.600000000000001,0.00390625,44156,0.125,12.450000000000001,0.0,0,0.0,12.200000000000001,0.00390625,41653,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,12.0,0.0,0,0.0,11.9,0.0,0,kReverse,kOff,
78,0.125,11.600000000000001,0.00390625,44156,0.125,12.450000000000001,0.0,0,0.0,12.200000000000001,0.00390625,41653,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,12.0,0.0,0,0.0,11.9,0.0,0,kReverse,kOff,
97,0.125,11.600000000000001,0.00390625,44156,0.125,12.450000000000001,0.0,0,0.0,12.200000000000001,0.00390625,41653,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,12.0,0.0,0,0.0,11.9,0.0,0,kReverse,kOff,
117,0.125,11.600000000000001,0.00390625,44156,0.125,12.450000000000001,0.0,0,0.0,12.200000000000001,0.00390625,41653,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,12.0,0.0,0,0.0,11.9,0.0,0,kReverse,kOff,
137,0.125,11.600000000000001,0.00390625,44156,0.125,12.1,0.0,0,0.0,12.200000000000001,0.00390625,41653,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,12.0,0.0,0,0.0,11.9,0.0,0,kReverse,kOff,
157,0.125,11.600000000000001,0.00390625,44156,0.125,12.1,0.0,0,0.0,12.200000000000001,0.00390625,41653,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,12.0,0.0,0,0.0,11.9,0.0,0,kReverse,kOff,
179,0.125,11.600000000000001,0.00390625,44156,0.125,12.1,0.0,0,0.0,12.05,0.00390625,41653,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,12.0,0.0,0,0.0,11.9,0.0,0,kReverse,kOff,
198,0.125,11.600000000000001,0.00390625,44156,0.125,12.1,0.0,0,0.0,12.05,0.00390625,41653,0.0,12.05,0.0,0,false,false,kOff,0.0,12.0,0.0,0,0.0,12.1,0.0,0,kReverse,kOff,
218,0.125,12.05,0.00390625,44156,0.125,12.1,0.0,0,0.0,12.05,0.00390625,41653,0.0,12.05,0.0,0,false,false,kOff,0.0,12.0,0.0,0,0.0,12.1,0.0,0,kReverse,kOff,
239,0.125,12.05,0.00390625,44156,0.125,12.1,0.0,0,0.0,12.05,0.00390625,41653,0.0,12.05,0.0,0,false,false,kOff,0.0,12.0,0.0,0,0.0,12.1,0.0,0,kReverse,kOff,
257,0.125,12.05,0.00390625,44156,0.125,12.1,0.0,0,0.0,12.05,0.00390625,41653,0.0,12.05,0.0,0,false,false,kOff,0.0,12.0,0.0,0,0.0,12.1,0.0,0,kReverse,kOff,
277,0.125,12.05,0.00390625,44156,0.125,12.1,0.0,0,0.0,12.05,0.00390625,41653,0.0,12.05,0.0,0,false,false,kOff,0.0,12.0,0.0,0,0.0,12.1,0.0,0,kReverse,kOff,
