time,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,solenoid_6_state,solenoid_4_state,doublesolenoid_2-7_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,doublesolenoid_3-0_state,doublesolenoid_5-1_state,
6,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kReverse,
20,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kReverse,
39,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
59,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
80,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
100,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
119,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
138,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
158,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
178,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
199,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.125,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
220,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.125,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
239,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
258,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
280,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
297,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
318,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
338,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
359,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
385,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
398,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
419,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
439,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
458,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
478,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
498,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
518,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
538,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
558,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
578,0.125,12.35,0.00390625,109204,0.125,12.35,0.0,0,0.0,12.3,0.00390625,107558,0.0,12.35,0.0,0,false,false,kOff,0.0,12.25,0.0,-3935,0.0,12.35,0.0,0,kReverse,kOff,
