time,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,solenoid_6_state,solenoid_4_state,doublesolenoid_2-7_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,doublesolenoid_3-0_state,doublesolenoid_5-1_state,
24,0.125,11.55,0.00390625,103724,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,107760,0.0,12.05,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,12.25,0.0,0,kReverse,kOff,
70,0.125,11.55,0.00390625,103724,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,107760,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
91,0.125,11.850000000000001,0.00390625,103724,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,107760,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
109,0.125,11.850000000000001,0.00390625,103724,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,107760,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
133,0.125,11.850000000000001,0.00390625,103724,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,107760,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
151,0.125,11.850000000000001,0.00390625,103724,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,107760,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
171,0.125,11.850000000000001,0.00390625,103724,0.125,11.850000000000001,0.0,0,0.0,11.8,0.00390625,107760,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
189,0.125,11.850000000000001,0.00390625,103724,0.125,11.850000000000001,0.0,0,0.0,11.75,0.00390625,107760,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
209,0.125,11.850000000000001,0.00390625,103724,0.125,11.850000000000001,0.0,0,0.0,11.75,0.00390625,107760,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
229,0.125,11.850000000000001,0.00390625,103724,0.125,11.850000000000001,0.0,0,0.0,11.75,0.00390625,107760,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
248,0.125,11.8,0.00390625,103724,0.125,11.850000000000001,0.0,0,0.0,11.75,0.00390625,107760,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
268,0.125,11.8,0.00390625,103724,0.125,11.850000000000001,0.0,0,0.0,11.75,0.00390625,107760,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
288,0.125,11.8,0.00390625,103724,0.125,11.850000000000001,0.0,0,0.0,11.75,0.00390625,107760,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
312,0.125,11.8,0.00390625,103724,0.125,11.850000000000001,0.0,0,0.0,11.75,0.00390625,107760,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
333,0.125,11.8,0.00390625,103724,0.125,11.850000000000001,0.0,0,0.0,11.75,0.00390625,107760,0.0,11.850000000000001,0.0,0,false,false,kOff,0.0,11.75,0.0,-3879,0.0,11.850000000000001,0.0,0,kReverse,kOff,
