time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,solenoid_2_state,solenoid_3_state,doublesolenoid_0-1_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_7_current,talon_7_voltage,talon_7_value,talon_7_position,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,doublesolenoid_6-7_state,doublesolenoid_4-5_state,
7,12.700000000000001,0.0,0.0,83537.98500000002,0.125,12.55,0.00784325785934925,-4,0.0,12.6,0.0,0,0.0,12.55,-3.0757859349250793E-5,-217970,0.0,12.6,0.0,0,false,false,kOff,0.0,12.5,-0.0078125,-289,0.0,12.55,0.0,0,0.0,12.6,0.0078125,0,kOff,kOff,
41,11.8,0.0,0.0,83537.98500000002,0.125,12.55,0.00784325785934925,-4,0.0,12.6,0.0,0,0.0,12.55,-3.0757859349250793E-5,-217970,0.0,12.6,0.0,0,false,true,kReverse,0.0,12.5,-0.0078125,-289,0.0,12.55,0.0,0,0.0,12.6,0.0078125,0,kReverse,kOff,
71,12.25,0.0,0.0,83537.98500000002,0.125,12.55,0.00784325785934925,-4,0.0,12.6,0.0,0,0.0,12.0,-3.0757859349250793E-5,-217970,0.0,12.1,0.0,0,false,true,kReverse,0.0,12.0,-0.0078125,-289,0.0,12.0,0.0,0,0.0,12.1,0.0078125,0,kReverse,kOff,
104,12.25,0.0,0.0,83537.98500000002,0.125,12.1,0.00784325785934925,-4,0.125,12.6,0.0,0,0.0,12.0,-3.0757859349250793E-5,-217970,0.125,12.1,0.0,0,false,true,kReverse,0.0,12.0,-0.0078125,-289,0.0,12.0,0.0,0,0.0,12.1,0.0078125,0,kReverse,kOff,
127,12.200000000000001,0.0,0.0,83537.98500000002,0.25,12.1,0.00784325785934925,-4,0.0,12.6,0.0,0,0.0,12.0,-3.0757859349250793E-5,-217970,0.0,12.1,0.0,0,false,true,kReverse,0.0,12.0,-0.0078125,-289,0.0,12.0,0.0,0,0.0,12.1,0.0078125,0,kReverse,kOff,
162,12.3,0.0,0.0,83537.98500000002,0.25,12.1,0.00784325785934925,-4,0.0,12.6,0.0,0,0.0,12.0,-3.0757859349250793E-5,-217970,0.0,12.1,0.0,0,false,true,kReverse,0.0,12.0,-0.0078125,-289,0.0,12.0,0.0,0,0.0,12.1,0.0078125,0,kReverse,kOff,
186,12.3,0.0,0.0,83537.98500000002,0.25,12.1,0.00784325785934925,-4,0.125,12.200000000000001,0.0,0,0.0,12.0,-3.0757859349250793E-5,-217970,0.125,12.1,0.0,0,false,true,kReverse,0.0,12.0,-0.0078125,-289,0.0,12.0,0.0,0,0.0,12.1,0.0078125,0,kReverse,kOff,
211,12.3,0.0,0.0,83537.98500000002,0.25,12.1,0.00784325785934925,-4,0.125,12.200000000000001,0.0,0,0.0,12.0,-3.0757859349250793E-5,-217970,0.125,12.1,0.0,0,false,true,kReverse,0.0,12.0,-0.0078125,-289,0.0,12.0,0.0,0,0.0,12.1,0.0078125,0,kReverse,kOff,
252,12.3,0.0,0.0,83537.98500000002,0.25,12.200000000000001,0.00784325785934925,-4,0.125,12.200000000000001,0.0,0,0.0,12.15,-3.0757859349250793E-5,-217970,0.0,12.200000000000001,0.0,0,false,true,kReverse,0.0,12.1,-0.0078125,-289,0.0,12.1,0.0,0,0.0,12.25,0.0078125,0,kReverse,kOff,
283,12.25,0.0,0.0,83537.98500000002,0.25,12.200000000000001,0.00784325785934925,-4,0.125,12.200000000000001,0.0,0,0.0,12.15,-3.0757859349250793E-5,-217970,0.0,12.200000000000001,0.0,0,false,true,kReverse,0.0,12.1,-0.0078125,-289,0.0,12.1,0.0,0,0.0,12.25,0.0078125,0,kReverse,kOff,
308,12.200000000000001,0.0,0.0,83537.98500000002,0.25,12.200000000000001,0.00784325785934925,-4,0.125,12.200000000000001,0.0,0,0.0,12.15,-3.0757859349250793E-5,-217970,0.0,12.200000000000001,0.0,0,false,true,kReverse,0.0,12.1,-0.0078125,-289,0.0,12.1,0.0,0,0.0,12.25,0.0078125,0,kReverse,kOff,
347,12.25,0.0,0.0,83537.98500000002,0.25,12.200000000000001,0.00784325785934925,-4,0.125,12.200000000000001,0.0,0,0.0,12.15,-3.0757859349250793E-5,-217970,0.0,12.200000000000001,0.0,0,false,true,kReverse,0.0,12.1,-0.0078125,-289,0.0,12.1,0.0,0,0.0,12.25,0.0078125,0,kReverse,kOff,
380,12.3,0.0,0.0,83537.98500000002,0.25,12.200000000000001,0.00784325785934925,-4,0.125,12.200000000000001,0.0,0,0.0,12.15,-3.0757859349250793E-5,-217970,0.0,12.200000000000001,0.0,0,false,true,kReverse,0.0,12.1,-0.0078125,-289,0.0,12.1,0.0,0,0.0,12.200000000000001,0.0078125,0,kReverse,kOff,
404,12.3,0.0,0.0,83537.98500000002,0.25,12.200000000000001,0.00784325785934925,-4,0.125,12.200000000000001,0.0,0,0.0,12.15,-3.0757859349250793E-5,-217970,0.0,12.200000000000001,0.0,0,false,true,kReverse,0.0,12.1,-0.0078125,-289,0.0,12.1,0.0,0,0.0,12.200000000000001,0.0078125,0,kReverse,kOff,
427,12.3,0.0,0.0,83537.98500000002,0.25,12.200000000000001,0.00784325785934925,-4,0.0,12.200000000000001,0.0,0,0.0,12.15,-3.0757859349250793E-5,-217970,0.0,12.200000000000001,0.0,0,false,true,kReverse,0.0,12.1,-0.0078125,-289,0.0,12.1,0.0,0,0.0,12.200000000000001,0.0078125,0,kReverse,kOff,
451,12.200000000000001,0.0,0.0,83537.98500000002,0.25,12.200000000000001,0.00784325785934925,-4,0.0,12.200000000000001,0.0,0,0.0,12.15,-3.0757859349250793E-5,-217970,0.0,12.200000000000001,0.0,0,false,true,kReverse,0.0,12.1,-0.0078125,-289,0.0,12.1,0.0,0,0.0,12.200000000000001,0.0078125,0,kReverse,kOff,
