time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_4_velocity,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_5_velocity,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_2_velocity,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,talon_3_velocity,solenoid_2_state,solenoid_3_state,doublesolenoid_0-1_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_1_velocity,talon_7_current,talon_7_voltage,talon_7_value,talon_7_position,talon_7_velocity,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,talon_6_velocity,doublesolenoid_6-7_state,doublesolenoid_4-5_state,
39,12.4,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.0,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
70,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.125,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
95,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.125,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.125,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
130,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.0,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
155,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.0,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
190,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.125,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
215,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.0,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
250,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.0,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
275,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.0,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
310,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.125,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
335,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.125,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
370,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.125,12.25,0.0,0,0.0,0.0,12.200000000000001,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
394,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.125,12.25,0.0,0,0.0,0.0,12.200000000000001,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
430,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.125,12.25,0.0,0,0.0,0.0,12.200000000000001,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
455,12.3,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.125,12.25,0.0,0,0.0,0.0,12.200000000000001,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
489,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.125,12.25,0.0,0,0.0,0.0,12.200000000000001,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
513,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.125,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
552,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.0,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
590,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.125,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
612,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.125,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
642,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.0,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
674,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.0,12.25,0.0,0,0.0,0.0,12.200000000000001,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
709,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.125,12.25,0.0,0,0.0,0.0,12.200000000000001,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
735,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.0,12.25,0.0,0,0.0,0.0,12.200000000000001,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
770,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.0,12.25,0.0,0,0.0,0.0,12.200000000000001,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
794,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.125,12.25,0.0,0,0.0,0.0,12.200000000000001,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
830,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.0,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
854,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.0,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
891,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.125,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
914,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.125,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
950,12.35,0.0,0.0,108488.66,0.125,12.25,1.953125,1822,0.0,0.0,12.25,0.0,0,0.0,0.0,12.25,1.953125,-10701,0.0,0.0,12.25,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,12.3,0.0078125,0,0.0,kReverse,kOff,
