time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_4_velocity,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_5_velocity,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_2_velocity,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,talon_3_velocity,solenoid_2_state,solenoid_3_state,doublesolenoid_0-1_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_1_velocity,talon_7_current,talon_7_voltage,talon_7_value,talon_7_position,talon_7_velocity,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,talon_6_velocity,doublesolenoid_6-7_state,doublesolenoid_4-5_state,
33,12.6,0.0,0.0,145556.2775,0.125,12.450000000000001,6.09375,-161562,0.0,0.125,12.5,0.0,0,0.0,0.0,12.450000000000001,6.09375,-179164,0.0,0.0,12.5,0.0,0,0.0,false,true,kOff,0.0,12.4,-0.0078125,-816,0.0,0.0,12.450000000000001,0.0,0,0.0,0.0,12.55,0.0078125,0,0.0,kReverse,kOff,
62,9.75,0.0,0.0,145556.2775,8.25,12.450000000000001,6.09375,-161562,0.0,0.125,12.05,0.0,0,0.0,4.875,12.450000000000001,6.09375,-179164,0.0,0.125,12.5,0.0,0,0.0,false,true,kOff,0.0,12.4,-0.0078125,-816,0.0,0.0,12.450000000000001,0.0,0,0.0,0.0,12.55,0.0078125,0,0.0,kReverse,kOff,
99,12.5,14.75,185.0,145559.9775,8.25,12.450000000000001,6.09375,-161562,0.0,0.125,12.05,0.0,0,0.0,5.125,12.450000000000001,6.09375,-179164,0.0,0.125,12.5,0.0,0,0.0,false,true,kOff,0.0,12.4,-0.0078125,-816,0.0,0.0,12.450000000000001,0.0,0,0.0,0.0,12.55,0.0078125,0,0.0,kReverse,kOff,
123,12.55,14.75,185.0,145563.6775,0.25,12.450000000000001,6.09375,-161545,17.0,0.125,12.05,0.0,0,0.0,2.25,12.450000000000001,6.09375,-179152,12.0,0.125,12.450000000000001,0.0,0,0.0,false,true,kOff,0.0,12.4,-0.0078125,-816,0.0,0.0,12.4,0.0,0,0.0,0.0,12.5,0.0078125,0,0.0,kReverse,kOff,
161,12.55,0.0,0.0,145567.3775,0.25,12.450000000000001,6.09375,-161545,17.0,0.125,12.05,0.0,0,0.0,0.0,12.450000000000001,6.09375,-179152,12.0,0.125,12.450000000000001,0.0,0,0.0,false,true,kOff,0.0,12.4,-0.0078125,-816,0.0,0.0,12.4,0.0,0,0.0,0.0,12.5,0.0078125,0,0.0,kReverse,kOff,
186,12.55,0.0,0.0,145567.3775,0.25,12.450000000000001,6.09375,-161545,17.0,0.125,12.05,0.0,0,0.0,0.0,12.450000000000001,6.09375,-179152,12.0,0.125,12.450000000000001,0.0,0,0.0,false,true,kOff,0.0,12.4,-0.0078125,-816,0.0,0.0,12.4,0.0,0,0.0,0.0,12.5,0.0078125,0,0.0,kReverse,kOff,
220,12.55,0.0,0.0,145567.3775,0.125,12.450000000000001,6.09375,-161545,17.0,0.125,12.5,0.0,0,0.0,0.0,12.450000000000001,6.09375,-179152,12.0,0.0,12.450000000000001,0.0,0,0.0,false,true,kOff,0.0,12.4,-0.0078125,-816,0.0,0.0,12.4,0.0,0,0.0,0.0,12.5,0.0078125,0,0.0,kReverse,kOff,
244,12.55,0.0,0.0,145567.3775,0.25,12.450000000000001,6.09375,-161545,17.0,0.125,12.5,0.0,0,0.0,0.0,12.450000000000001,6.09375,-179152,12.0,0.0,12.450000000000001,0.0,0,0.0,false,true,kOff,0.0,12.4,-0.0078125,-816,0.0,0.0,12.4,0.0,0,0.0,0.0,12.5,0.0078125,0,0.0,kReverse,kOff,
281,12.55,0.0,0.0,145567.3775,0.25,12.450000000000001,6.09375,-161545,0.0,0.125,12.5,0.0,0,0.0,0.0,12.450000000000001,6.09375,-179152,0.0,0.125,12.5,0.0,0,0.0,false,true,kOff,0.0,12.4,-0.0078125,-816,0.0,0.0,12.4,0.0,0,0.0,0.0,12.55,0.0078125,0,0.0,kReverse,kOff,
304,12.6,0.0,0.0,145567.3775,0.25,12.5,6.09375,-161541,0.0,0.125,12.5,0.0,0,0.0,0.0,12.450000000000001,6.09375,-179152,0.0,0.125,12.5,0.0,0,0.0,false,true,kOff,0.0,12.4,-0.0078125,-816,0.0,0.0,12.4,0.0,0,0.0,0.0,12.55,0.0078125,0,0.0,kReverse,kOff,
