time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_4_velocity,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_5_velocity,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_2_velocity,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,talon_3_velocity,solenoid_2_state,solenoid_3_state,doublesolenoid_0-1_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_1_velocity,talon_7_current,talon_7_voltage,talon_7_value,talon_7_position,talon_7_velocity,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,talon_6_velocity,doublesolenoid_6-7_state,doublesolenoid_4-5_state,
29,11.0,0.0,0.0,123908.8075,0.125,12.15,7.8125,88400,0.0,0.0,12.200000000000001,0.0,0,0.0,0.0,11.5,7.8125,54655,0.0,0.0,12.15,0.0,0,0.0,false,true,kOff,0.0,11.350000000000001,-0.0078125,9,0.0,0.0,11.15,0.0,0,0.0,0.0,11.25,0.0078125,0,0.0,kReverse,kForward,
60,11.3,0.0,0.0,123908.8075,0.25,11.2,7.8125,88400,0.0,0.125,12.200000000000001,0.0,0,0.0,0.0,11.5,7.8125,54655,0.0,0.0,11.05,0.0,0,0.0,false,true,kOff,0.0,11.350000000000001,-0.0078125,9,0.0,0.0,11.15,0.0,0,0.0,0.0,11.25,0.0078125,0,0.0,kReverse,kOff,
84,11.5,0.0,0.0,123908.8075,0.25,11.2,7.8125,88400,0.0,0.125,12.200000000000001,0.0,0,0.0,0.0,11.5,7.8125,54655,0.0,0.0,11.05,0.0,0,0.0,false,true,kOff,0.0,11.350000000000001,-0.0078125,9,0.0,0.0,11.15,0.0,0,0.0,0.0,11.25,0.0078125,0,0.0,kReverse,kOff,
121,11.600000000000001,0.0,0.0,123908.8075,0.25,11.2,7.8125,88400,0.0,0.125,12.200000000000001,0.0,0,0.0,0.0,11.5,7.8125,54655,0.0,0.0,11.05,0.0,0,0.0,false,true,kOff,0.0,11.350000000000001,-0.0078125,9,0.0,0.0,11.15,0.0,0,0.0,0.0,11.25,0.0078125,0,0.0,kReverse,kOff,
148,11.55,0.0,0.0,123908.8075,0.25,11.2,7.8125,88400,0.0,0.125,11.55,0.0,0,0.0,0.0,11.5,7.8125,54655,0.0,0.0,11.05,0.0,0,0.0,false,true,kOff,0.0,11.350000000000001,-0.0078125,9,0.0,0.0,11.15,0.0,0,0.0,0.0,11.25,0.0078125,0,0.0,kReverse,kOff,
181,11.65,0.0,0.0,123908.8075,0.25,11.2,7.8125,88400,0.0,0.125,11.55,0.0,0,0.0,0.0,11.5,7.8125,54655,0.0,0.0,11.05,0.0,0,0.0,false,true,kOff,0.0,11.45,-0.0078125,9,0.0,0.0,11.15,0.0,0,0.0,0.0,11.25,0.0078125,0,0.0,kReverse,kOff,
206,11.55,0.0,0.0,123908.8075,0.25,11.2,7.8125,88400,0.0,0.125,11.55,0.0,0,0.0,0.0,11.5,7.8125,54655,0.0,0.0,11.5,0.0,0,0.0,false,true,kOff,0.0,11.45,-0.0078125,9,0.0,0.0,11.45,0.0,0,0.0,0.0,11.55,0.0078125,0,0.0,kReverse,kOff,
241,11.55,0.0,0.0,123908.8075,0.25,11.5,7.8125,88400,0.0,0.125,11.55,0.0,0,0.0,0.0,11.5,7.8125,54655,0.0,0.0,11.5,0.0,0,0.0,false,true,kOff,0.0,11.45,-0.0078125,9,0.0,0.0,11.45,0.0,0,0.0,0.0,11.55,0.0078125,0,0.0,kReverse,kOff,
284,11.55,0.0,0.0,123908.8075,0.25,11.5,7.8125,88400,0.0,0.125,11.55,0.0,0,0.0,0.125,11.5,7.8125,54655,0.0,0.125,11.5,0.0,0,0.0,false,true,kOff,0.0,11.45,-0.0078125,9,0.0,0.0,11.45,0.0,0,0.0,0.0,11.55,0.0078125,0,0.0,kReverse,kOff,
319,11.55,0.0,0.0,123908.8075,0.25,11.5,7.8125,88400,0.0,0.125,11.5,0.0,0,0.0,0.0,11.5,7.8125,54655,0.0,0.0,11.5,0.0,0,0.0,false,true,kOff,0.0,11.45,-0.0078125,9,0.0,0.0,11.45,0.0,0,0.0,0.0,11.55,0.0078125,0,0.0,kReverse,kOff,
345,11.55,0.0,0.0,123908.8075,0.25,11.5,7.8125,88400,0.0,0.125,11.5,0.0,0,0.0,0.0,11.45,7.8125,54655,0.0,0.0,11.5,0.0,0,0.0,false,true,kOff,0.0,11.4,-0.0078125,9,0.0,0.0,11.4,0.0,0,0.0,0.0,11.5,0.0078125,0,0.0,kReverse,kOff,
380,11.600000000000001,0.0,0.0,123908.8075,0.25,11.45,7.8125,88400,0.0,0.125,11.5,0.0,0,0.0,0.0,11.45,7.8125,54655,0.0,0.0,11.5,0.0,0,0.0,false,true,kOff,0.0,11.4,-0.0078125,9,0.0,0.0,11.4,0.0,0,0.0,0.0,11.5,0.0078125,0,0.0,kReverse,kOff,
404,11.600000000000001,0.0,0.0,123908.8075,0.25,11.45,7.8125,88400,0.0,0.125,11.5,0.0,0,0.0,0.0,11.45,7.8125,54655,0.0,0.0,11.5,0.0,0,0.0,false,true,kOff,0.0,11.4,-0.0078125,9,0.0,0.0,11.4,0.0,0,0.0,0.0,11.5,0.0078125,0,0.0,kReverse,kOff,
440,11.600000000000001,0.0,0.0,123908.8075,0.25,11.45,7.8125,88400,0.0,0.125,11.5,0.0,0,0.0,0.0,11.45,7.8125,54655,0.0,0.0,11.5,0.0,0,0.0,false,true,kOff,0.0,11.4,-0.0078125,9,0.0,0.0,11.4,0.0,0,0.0,0.0,11.5,0.0078125,0,0.0,kReverse,kOff,
465,11.55,0.0,0.0,123908.8075,0.25,11.45,7.8125,88400,0.0,0.125,11.45,0.0,0,0.0,0.0,11.45,7.8125,54655,0.0,0.0,11.5,0.0,0,0.0,false,true,kOff,0.0,11.4,-0.0078125,9,0.0,0.0,11.4,0.0,0,0.0,0.0,11.5,0.0078125,0,0.0,kReverse,kOff,
500,11.600000000000001,0.0,0.0,123908.8075,0.25,11.45,7.8125,88400,0.0,0.125,11.45,0.0,0,0.0,0.0,11.4,7.8125,54655,0.0,0.125,11.5,0.0,0,0.0,false,true,kOff,0.0,11.350000000000001,-0.0078125,9,0.0,0.0,11.4,0.0,0,0.0,0.0,11.5,0.0078125,0,0.0,kReverse,kOff,
525,11.55,0.0,0.0,123908.8075,0.25,11.45,7.8125,88400,0.0,0.125,11.45,0.0,0,0.0,0.0,11.4,7.8125,54655,0.0,0.0,11.4,0.0,0,0.0,false,true,kOff,0.0,11.350000000000001,-0.0078125,9,0.0,0.0,11.350000000000001,0.0,0,0.0,0.0,11.45,0.0078125,0,0.0,kReverse,kOff,
561,11.55,0.0,0.0,123908.8075,0.25,11.4,7.8125,88400,0.0,0.125,11.45,0.0,0,0.0,0.0,11.4,7.8125,54655,0.0,0.0,11.4,0.0,0,0.0,false,true,kOff,0.0,11.350000000000001,-0.0078125,9,0.0,0.0,11.350000000000001,0.0,0,0.0,0.0,11.45,0.0078125,0,0.0,kReverse,kOff,
586,11.5,0.0,0.0,123908.8075,0.25,11.4,7.8125,88400,0.0,0.125,11.45,0.0,0,0.0,0.0,11.4,7.8125,54655,0.0,0.125,11.4,0.0,0,0.0,false,true,kOff,0.0,11.350000000000001,-0.0078125,9,0.0,0.0,11.350000000000001,0.0,0,0.0,0.0,11.45,0.0078125,0,0.0,kReverse,kOff,
612,11.5,0.0,0.0,123908.8075,0.25,11.4,7.8125,88400,0.0,0.125,11.4,0.0,0,0.0,0.0,11.4,7.8125,54655,0.0,0.0,11.4,0.0,0,0.0,false,true,kOff,0.0,11.350000000000001,-0.0078125,9,0.0,0.0,11.350000000000001,0.0,0,0.0,0.0,11.45,0.0078125,0,0.0,kReverse,kOff,
644,11.45,0.0,0.0,123908.8075,0.25,11.4,7.8125,88400,0.0,0.125,11.4,0.0,0,0.0,0.0,11.4,7.8125,54655,0.0,0.0,11.4,0.0,0,0.0,false,true,kOff,0.0,11.350000000000001,-0.0078125,9,0.0,0.0,11.350000000000001,0.0,0,0.0,0.0,11.45,0.0078125,0,0.0,kReverse,kOff,
680,11.4,0.0,0.0,123908.8075,0.25,11.4,7.8125,88400,0.0,0.125,11.4,0.0,0,0.0,0.0,11.350000000000001,7.8125,54655,0.0,0.0,11.4,0.0,0,0.0,false,true,kOff,0.0,11.350000000000001,-0.0078125,9,0.0,0.0,11.350000000000001,0.0,0,0.0,0.0,11.4,0.0078125,0,0.0,kReverse,kOff,
704,11.4,0.0,0.0,123908.8075,0.25,11.4,7.8125,88400,0.0,0.125,11.4,0.0,0,0.0,0.0,11.350000000000001,7.8125,54655,0.0,0.125,11.4,0.0,0,0.0,false,true,kOff,0.0,11.350000000000001,-0.0078125,9,0.0,0.0,11.350000000000001,0.0,0,0.0,0.0,11.4,0.0078125,0,0.0,kReverse,kOff,
740,11.4,0.0,0.0,123908.8075,0.25,11.4,7.8125,88400,0.0,0.125,11.4,0.0,0,0.0,0.0,11.350000000000001,7.8125,54655,0.0,0.0,11.4,0.0,0,0.0,false,true,kOff,0.0,11.350000000000001,-0.0078125,9,0.0,0.0,11.350000000000001,0.0,0,0.0,0.0,11.4,0.0078125,0,0.0,kReverse,kOff,
763,11.4,0.0,0.0,123908.8075,0.25,11.4,7.8125,88400,0.0,0.125,11.4,0.0,0,0.0,0.0,11.350000000000001,7.8125,54655,0.0,0.0,11.4,0.0,0,0.0,false,true,kOff,0.0,11.350000000000001,-0.0078125,9,0.0,0.0,11.350000000000001,0.0,0,0.0,0.0,11.4,0.0078125,0,0.0,kReverse,kOff,
800,11.4,0.0,0.0,123908.8075,0.25,11.4,7.8125,88400,0.0,0.125,11.4,0.0,0,0.0,0.0,11.350000000000001,7.8125,54655,0.0,0.0,11.4,0.0,0,0.0,false,true,kOff,0.0,11.350000000000001,-0.0078125,9,0.0,0.0,11.350000000000001,0.0,0,0.0,0.0,11.4,0.0078125,0,0.0,kReverse,kOff,
824,11.350000000000001,0.0,0.0,123908.8075,0.25,11.4,7.8125,88400,0.0,0.125,11.4,0.0,0,0.0,0.0,11.350000000000001,7.8125,54655,0.0,0.0,11.4,0.0,0,0.0,false,true,kOff,0.0,11.3,-0.0078125,9,0.0,0.0,11.350000000000001,0.0,0,0.0,0.0,11.4,0.0078125,0,0.0,kReverse,kOff,
861,11.4,0.0,0.0,123908.8075,0.25,11.350000000000001,7.8125,88400,0.0,0.125,11.4,0.0,0,0.0,0.0,11.350000000000001,7.8125,54655,0.0,0.0,11.4,0.0,0,0.0,false,true,kOff,0.0,11.3,-0.0078125,9,0.0,0.0,11.3,0.0,0,0.0,0.0,11.4,0.0078125,0,0.0,kReverse,kOff,
884,11.4,0.0,0.0,123908.8075,0.25,11.350000000000001,7.8125,88400,0.0,0.125,11.4,0.0,0,0.0,0.0,11.350000000000001,7.8125,54655,0.0,0.125,11.4,0.0,0,0.0,false,true,kOff,0.0,11.3,-0.0078125,9,0.0,0.0,11.3,0.0,0,0.0,0.0,11.4,0.0078125,0,0.0,kReverse,kOff,
930,11.4,0.0,0.0,123908.8075,0.25,11.350000000000001,7.8125,88400,0.0,0.125,11.4,0.0,0,0.0,0.0,11.350000000000001,7.8125,54655,0.0,0.0,11.4,0.0,0,0.0,false,true,kOff,0.0,11.3,-0.0078125,9,0.0,0.0,11.3,0.0,0,0.0,0.0,11.4,0.0078125,0,0.0,kReverse,kOff,
