time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_4_velocity,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_5_velocity,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_2_velocity,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,talon_3_velocity,solenoid_2_state,solenoid_3_state,doublesolenoid_0-1_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_1_velocity,talon_7_current,talon_7_voltage,talon_7_value,talon_7_position,talon_7_velocity,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,talon_6_velocity,doublesolenoid_6-7_state,doublesolenoid_4-5_state,
33,11.5,0.0,0.0,108050.5225,0.125,12.25,1.953125,-2,0.0,0.125,11.350000000000001,0.0,0,0.0,0.0,12.25,1.953125,-12028,0.0,0.0,12.3,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.25,0.0,0,0.0,0.0,12.35,0.0078125,0,0.0,kReverse,kOff,
61,11.8,0.0,0.0,108050.5225,0.125,12.25,1.953125,-2,0.0,0.125,11.350000000000001,0.0,0,0.0,0.0,12.25,1.953125,-12028,0.0,0.0,12.3,0.0,0,0.0,false,true,kOff,0.0,12.200000000000001,-0.0078125,8,0.0,0.0,12.25,0.0,0,0.0,0.0,12.35,0.0078125,0,0.0,kReverse,kOff,
85,11.850000000000001,0.0,0.0,108050.5225,0.125,12.25,1.953125,-2,0.0,0.125,11.350000000000001,0.0,0,0.0,0.0,11.75,1.953125,-12028,0.0,0.0,12.3,0.0,0,0.0,false,true,kOff,0.0,11.7,-0.0078125,8,0.0,0.0,11.7,0.0,0,0.0,0.0,11.8,0.0078125,0,0.0,kReverse,kOff,
120,11.9,0.0,0.0,108050.5225,0.125,11.75,1.953125,-2,0.0,0.125,11.350000000000001,0.0,0,0.0,0.0,11.75,1.953125,-12028,0.0,0.0,11.75,0.0,0,0.0,false,true,kOff,0.0,11.7,-0.0078125,8,0.0,0.0,11.7,0.0,0,0.0,0.0,11.8,0.0078125,0,0.0,kReverse,kOff,
146,11.850000000000001,0.0,0.0,108050.5225,0.125,11.75,1.953125,-2,0.0,0.125,11.350000000000001,0.0,0,0.0,0.0,11.75,1.953125,-12028,0.0,0.0,11.75,0.0,0,0.0,false,true,kOff,0.0,11.7,-0.0078125,8,0.0,0.0,11.7,0.0,0,0.0,0.0,11.8,0.0078125,0,0.0,kReverse,kOff,
182,11.8,0.0,0.0,108050.5225,0.125,11.75,1.953125,-2,0.0,0.125,11.350000000000001,0.0,0,0.0,0.0,11.75,1.953125,-12028,0.0,0.0,11.75,0.0,0,0.0,false,true,kOff,0.0,11.7,-0.0078125,8,0.0,0.0,11.7,0.0,0,0.0,0.0,11.8,0.0078125,0,0.0,kReverse,kOff,
221,11.8,0.0,0.0,108050.5225,0.125,11.75,1.953125,-2,0.0,0.125,11.8,0.0,0,0.0,0.0,11.75,1.953125,-12028,0.0,0.0,11.75,0.0,0,0.0,false,true,kOff,0.0,11.7,-0.0078125,8,0.0,0.0,11.7,0.0,0,0.0,0.0,11.8,0.0078125,0,0.0,kReverse,kOff,
246,11.8,0.0,0.0,108050.5225,0.125,11.75,1.953125,-2,0.0,0.125,11.8,0.0,0,0.0,0.0,11.7,1.953125,-12028,0.0,0.0,11.75,0.0,0,0.0,false,true,kOff,0.0,11.7,-0.0078125,8,0.0,0.0,11.7,0.0,0,0.0,0.0,11.8,0.0078125,0,0.0,kReverse,kOff,
280,11.850000000000001,0.0,0.0,108050.5225,0.125,11.75,1.953125,-2,0.0,0.125,11.8,0.0,0,0.0,0.0,11.7,1.953125,-12028,0.0,0.125,11.75,0.0,0,0.0,false,true,kOff,0.0,11.7,-0.0078125,8,0.0,0.0,11.7,0.0,0,0.0,0.0,11.8,0.0078125,0,0.0,kReverse,kOff,
321,11.850000000000001,0.0,0.0,108050.5225,0.125,11.75,1.953125,-2,0.0,0.125,11.8,0.0,0,0.0,0.0,11.7,1.953125,-12028,0.0,0.0,11.75,0.0,0,0.0,false,true,kOff,0.0,11.7,-0.0078125,8,0.0,0.0,11.7,0.0,0,0.0,0.0,11.8,0.0078125,0,0.0,kReverse,kOff,
348,11.850000000000001,0.0,0.0,108050.5225,0.125,11.75,1.953125,-2,0.0,0.125,11.8,0.0,0,0.0,0.0,11.7,1.953125,-12028,0.0,0.0,11.75,0.0,0,0.0,false,true,kOff,0.0,11.7,-0.0078125,8,0.0,0.0,11.7,0.0,0,0.0,0.0,11.8,0.0078125,0,0.0,kReverse,kOff,
380,11.850000000000001,0.0,0.0,108050.5225,0.125,11.75,1.953125,-2,0.0,0.125,11.75,0.0,0,0.0,0.0,11.7,1.953125,-12028,0.0,0.0,11.75,0.0,0,0.0,false,true,kOff,0.0,11.7,-0.0078125,8,0.0,0.0,11.7,0.0,0,0.0,0.0,11.8,0.0078125,0,0.0,kReverse,kOff,
405,11.75,0.0,0.0,108050.5225,0.125,11.75,1.953125,-2,0.0,0.125,11.75,0.0,0,0.0,0.0,11.7,1.953125,-12028,0.0,0.0,11.75,0.0,0,0.0,false,true,kOff,0.0,11.600000000000001,-0.0078125,8,0.0,0.0,11.65,0.0,0,0.0,0.0,11.75,0.0078125,0,0.0,kReverse,kOff,
441,11.8,0.0,0.0,108050.5225,0.125,11.7,1.953125,-2,0.0,0.125,11.75,0.0,0,0.0,0.0,11.7,1.953125,-12028,0.0,0.0,11.7,0.0,0,0.0,false,true,kOff,0.0,11.600000000000001,-0.0078125,8,0.0,0.0,11.65,0.0,0,0.0,0.0,11.75,0.0078125,0,0.0,kReverse,kOff,
480,11.8,0.0,0.0,108050.5225,0.125,11.7,1.953125,-2,0.0,0.125,11.75,0.0,0,0.0,0.0,11.7,1.953125,-12028,0.0,0.125,11.7,0.0,0,0.0,false,true,kOff,0.0,11.600000000000001,-0.0078125,8,0.0,0.0,11.65,0.0,0,0.0,0.0,11.75,0.0078125,0,0.0,kReverse,kOff,
504,11.8,0.0,0.0,108050.5225,0.125,11.7,1.953125,-2,0.0,0.125,11.75,0.0,0,0.0,0.0,11.7,1.953125,-12028,0.0,0.0,11.7,0.0,0,0.0,false,true,kOff,0.0,11.600000000000001,-0.0078125,8,0.0,0.0,11.65,0.0,0,0.0,0.0,11.75,0.0078125,0,0.0,kReverse,kOff,
539,11.8,0.0,0.0,108050.5225,0.125,11.7,1.953125,-2,0.0,0.125,11.7,0.0,0,0.0,0.0,11.7,1.953125,-12028,0.0,0.0,11.7,0.0,0,0.0,false,true,kOff,0.0,11.600000000000001,-0.0078125,8,0.0,0.0,11.65,0.0,0,0.0,0.0,11.75,0.0078125,0,0.0,kReverse,kOff,
564,11.8,0.0,0.0,108050.5225,0.125,11.7,1.953125,-2,0.0,0.125,11.7,0.0,0,0.0,0.0,11.65,1.953125,-12028,0.0,0.0,11.7,0.0,0,0.0,false,true,kOff,0.0,11.600000000000001,-0.0078125,8,0.0,0.0,11.65,0.0,0,0.0,0.0,11.75,0.0078125,0,0.0,kReverse,kOff,
600,11.8,0.0,0.0,108050.5225,0.125,11.65,1.953125,-2,0.0,0.125,11.7,0.0,0,0.0,0.0,11.65,1.953125,-12028,0.0,0.125,11.7,0.0,0,0.0,false,true,kOff,0.0,11.600000000000001,-0.0078125,8,0.0,0.0,11.600000000000001,0.0,0,0.0,0.0,11.7,0.0078125,0,0.0,kReverse,kOff,
624,11.8,0.0,0.0,108050.5225,0.125,11.65,1.953125,-2,0.0,0.125,11.7,0.0,0,0.0,0.0,11.65,1.953125,-12028,0.0,0.125,11.7,0.0,0,0.0,false,true,kOff,0.0,11.600000000000001,-0.0078125,8,0.0,0.0,11.600000000000001,0.0,0,0.0,0.0,11.7,0.0078125,0,0.0,kReverse,kOff,
660,11.8,0.0,0.0,108050.5225,0.125,11.65,1.953125,-2,0.0,0.125,11.7,0.0,0,0.0,0.125,11.65,1.953125,-12028,0.0,0.125,11.7,0.0,0,0.0,false,true,kOff,0.0,11.600000000000001,-0.0078125,8,0.0,0.0,11.600000000000001,0.0,0,0.0,0.0,11.7,0.0078125,0,0.0,kReverse,kOff,
684,11.75,0.0,0.0,108050.5225,0.125,11.65,1.953125,-2,0.0,0.125,11.7,0.0,0,0.0,0.125,11.65,1.953125,-12028,0.0,0.125,11.7,0.0,0,0.0,false,true,kOff,0.0,11.600000000000001,-0.0078125,8,0.0,0.0,11.600000000000001,0.0,0,0.0,0.0,11.7,0.0078125,0,0.0,kReverse,kOff,
719,11.75,0.0,0.0,108050.5225,0.125,11.65,1.953125,-2,0.0,0.125,11.7,0.0,0,0.0,0.0,11.600000000000001,1.953125,-12028,0.0,0.0,11.7,0.0,0,0.0,false,true,kOff,0.0,11.600000000000001,-0.0078125,8,0.0,0.0,11.600000000000001,0.0,0,0.0,0.0,11.7,0.0078125,0,0.0,kReverse,kOff,
743,11.7,0.0,0.0,108050.5225,0.125,11.65,1.953125,-2,0.0,0.125,11.7,0.0,0,0.0,0.0,11.600000000000001,1.953125,-12028,0.0,0.0,11.65,0.0,0,0.0,false,true,kOff,0.0,11.600000000000001,-0.0078125,8,0.0,0.0,11.600000000000001,0.0,0,0.0,0.0,11.7,0.0078125,0,0.0,kReverse,kOff,
780,11.75,0.0,0.0,108050.5225,0.125,11.65,1.953125,-2,0.0,0.125,11.7,0.0,0,0.0,0.0,11.600000000000001,1.953125,-12028,0.0,0.125,11.65,0.0,0,0.0,false,true,kOff,0.0,11.600000000000001,-0.0078125,8,0.0,0.0,11.600000000000001,0.0,0,0.0,0.0,11.7,0.0078125,0,0.0,kReverse,kOff,
805,11.8,0.0,0.0,108050.5225,0.125,11.65,1.953125,-2,0.0,0.125,11.7,0.0,0,0.0,0.0,11.600000000000001,1.953125,-12028,0.0,0.0,11.65,0.0,0,0.0,false,true,kOff,0.0,11.600000000000001,-0.0078125,8,0.0,0.0,11.600000000000001,0.0,0,0.0,0.0,11.7,0.0078125,0,0.0,kReverse,kOff,
840,11.75,0.0,0.0,108050.5225,0.125,11.65,1.953125,-2,0.0,0.125,11.65,0.0,0,0.0,0.0,11.600000000000001,1.953125,-12028,0.0,0.0,11.65,0.0,0,0.0,false,true,kOff,0.0,11.600000000000001,-0.0078125,8,0.0,0.0,11.600000000000001,0.0,0,0.0,0.0,11.7,0.0078125,0,0.0,kReverse,kOff,
865,11.75,0.0,0.0,108050.5225,0.125,11.65,1.953125,-2,0.0,0.125,11.65,0.0,0,0.0,0.0,11.600000000000001,1.953125,-12028,0.0,0.0,11.65,0.0,0,0.0,false,true,kOff,0.0,11.600000000000001,-0.0078125,8,0.0,0.0,11.600000000000001,0.0,0,0.0,0.0,11.7,0.0078125,0,0.0,kReverse,kOff,
900,11.75,0.0,0.0,108050.5225,0.125,11.65,1.953125,-2,0.0,0.125,11.65,0.0,0,0.0,0.0,11.600000000000001,1.953125,-12028,0.0,0.125,11.65,0.0,0,0.0,false,true,kOff,0.0,11.55,-0.0078125,8,0.0,0.0,11.55,0.0,0,0.0,0.0,11.7,0.0078125,0,0.0,kReverse,kOff,
940,11.75,0.0,0.0,108050.5225,0.125,11.600000000000001,1.953125,-2,0.0,0.125,11.65,0.0,0,0.0,0.0,11.600000000000001,1.953125,-12028,0.0,0.0,11.65,0.0,0,0.0,false,true,kOff,0.0,11.55,-0.0078125,8,0.0,0.0,11.55,0.0,0,0.0,0.0,11.7,0.0078125,0,0.0,kReverse,kOff,
964,11.65,0.0,0.0,108050.5225,0.125,11.600000000000001,1.953125,-2,0.0,0.125,11.65,0.0,0,0.0,0.0,11.600000000000001,1.953125,-12028,0.0,0.0,11.65,0.0,0,0.0,false,true,kOff,0.0,11.55,-0.0078125,8,0.0,0.0,11.55,0.0,0,0.0,0.0,11.7,0.0078125,0,0.0,kReverse,kOff,
1002,11.65,0.0,0.0,108050.5225,0.125,11.600000000000001,1.953125,-2,0.0,0.125,11.600000000000001,0.0,0,0.0,0.0,11.600000000000001,1.953125,-12028,0.0,0.0,11.65,0.0,0,0.0,false,true,kOff,0.0,11.55,-0.0078125,8,0.0,0.0,11.55,0.0,0,0.0,0.0,11.7,0.0078125,0,0.0,kReverse,kOff,
1040,11.65,0.0,0.0,108050.5225,0.125,11.600000000000001,1.953125,-2,0.0,0.125,11.600000000000001,0.0,0,0.0,0.0,11.600000000000001,1.953125,-12028,0.0,0.0,11.65,0.0,0,0.0,false,true,kOff,0.0,11.55,-0.0078125,8,0.0,0.0,11.55,0.0,0,0.0,0.0,11.7,0.0078125,0,0.0,kReverse,kOff,
1066,11.65,0.0,0.0,108050.5225,0.125,11.600000000000001,1.953125,-2,0.0,0.125,11.600000000000001,0.0,0,0.0,0.0,11.600000000000001,1.953125,-12028,0.0,0.0,11.600000000000001,0.0,0,0.0,false,true,kOff,0.0,11.55,-0.0078125,8,0.0,0.0,11.55,0.0,0,0.0,0.0,11.65,0.0078125,0,0.0,kReverse,kOff,
1100,11.7,0.0,0.0,108050.5225,0.125,11.600000000000001,1.953125,-2,0.0,0.125,11.600000000000001,0.0,0,0.0,0.0,11.600000000000001,1.953125,-12028,0.0,0.0,11.600000000000001,0.0,0,0.0,false,true,kOff,0.0,11.55,-0.0078125,8,0.0,0.0,11.55,0.0,0,0.0,0.0,11.65,0.0078125,0,0.0,kReverse,kOff,
1125,11.7,0.0,0.0,108050.5225,0.125,11.600000000000001,1.953125,-2,0.0,0.125,11.600000000000001,0.0,0,0.0,0.0,11.600000000000001,1.953125,-12028,0.0,0.0,11.600000000000001,0.0,0,0.0,false,true,kOff,0.0,11.55,-0.0078125,8,0.0,0.0,11.55,0.0,0,0.0,0.0,11.65,0.0078125,0,0.0,kReverse,kOff,
1161,11.7,0.0,0.0,108050.5225,0.125,11.600000000000001,1.953125,-2,0.0,0.125,11.600000000000001,0.0,0,0.0,0.0,11.600000000000001,1.953125,-12028,0.0,0.0,11.600000000000001,0.0,0,0.0,false,true,kOff,0.0,11.55,-0.0078125,8,0.0,0.0,11.55,0.0,0,0.0,0.0,11.65,0.0078125,0,0.0,kReverse,kOff,
1184,11.7,0.0,0.0,108050.5225,0.125,11.600000000000001,1.953125,-2,0.0,0.125,11.600000000000001,0.0,0,0.0,0.0,11.600000000000001,1.953125,-12028,0.0,0.125,11.600000000000001,0.0,0,0.0,false,true,kOff,0.0,11.55,-0.0078125,8,0.0,0.0,11.55,0.0,0,0.0,0.0,11.65,0.0078125,0,0.0,kReverse,kOff,
1221,11.7,0.0,0.0,108050.5225,0.125,11.600000000000001,1.953125,-2,0.0,0.125,11.600000000000001,0.0,0,0.0,0.0,11.55,1.953125,-12028,0.0,0.0,11.600000000000001,0.0,0,0.0,false,true,kOff,0.0,11.55,-0.0078125,8,0.0,0.0,11.55,0.0,0,0.0,0.0,11.600000000000001,0.0078125,0,0.0,kReverse,kOff,
1247,11.7,0.0,0.0,108050.5225,0.125,11.600000000000001,1.953125,-2,0.0,0.125,11.600000000000001,0.0,0,0.0,0.0,11.55,1.953125,-12028,0.0,0.0,11.600000000000001,0.0,0,0.0,false,true,kOff,0.0,11.55,-0.0078125,8,0.0,0.0,11.55,0.0,0,0.0,0.0,11.600000000000001,0.0078125,0,0.0,kReverse,kOff,
1280,11.7,0.0,0.0,108050.5225,0.125,11.600000000000001,1.953125,-2,0.0,0.125,11.600000000000001,0.0,0,0.0,0.0,11.55,1.953125,-12028,0.0,0.0,11.600000000000001,0.0,0,0.0,false,true,kOff,0.0,11.55,-0.0078125,8,0.0,0.0,11.55,0.0,0,0.0,0.0,11.600000000000001,0.0078125,0,0.0,kReverse,kOff,
1305,11.7,0.0,0.0,108050.5225,0.125,11.600000000000001,1.953125,-2,0.0,0.125,11.600000000000001,0.0,0,0.0,0.0,11.55,1.953125,-12028,0.0,0.0,11.600000000000001,0.0,0,0.0,false,true,kOff,0.0,11.55,-0.0078125,8,0.0,0.0,11.55,0.0,0,0.0,0.0,11.600000000000001,0.0078125,0,0.0,kReverse,kOff,
1339,11.65,0.0,0.0,108050.5225,0.125,11.600000000000001,1.953125,-2,0.0,0.125,11.600000000000001,0.0,0,0.0,0.0,11.55,1.953125,-12028,0.0,0.0,11.600000000000001,0.0,0,0.0,false,true,kOff,0.0,11.55,-0.0078125,8,0.0,0.0,11.55,0.0,0,0.0,0.0,11.600000000000001,0.0078125,0,0.0,kReverse,kOff,
1366,11.65,0.0,0.0,108050.5225,0.125,11.600000000000001,1.953125,-2,0.0,0.125,11.600000000000001,0.0,0,0.0,0.0,11.55,1.953125,-12028,0.0,0.0,11.600000000000001,0.0,0,0.0,false,true,kOff,0.0,11.5,-0.0078125,8,0.0,0.0,11.55,0.0,0,0.0,0.0,11.600000000000001,0.0078125,0,0.0,kReverse,kOff,
