time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_4_velocity,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_5_velocity,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_2_velocity,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,talon_3_velocity,solenoid_2_state,solenoid_3_state,doublesolenoid_0-1_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_1_velocity,talon_7_current,talon_7_voltage,talon_7_value,talon_7_position,talon_7_velocity,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,talon_6_velocity,doublesolenoid_6-7_state,doublesolenoid_4-5_state,
27,11.7,0.0,0.0,161444.1,0.125,12.55,6.09375,-120084,0.0,0.125,12.55,0.0,0,0.0,0.0,12.55,6.09375,-125940,0.0,0.0,12.55,0.0,0,0.0,false,true,kOff,0.0,12.450000000000001,-0.0078125,-816,0.0,0.0,12.450000000000001,0.0,0,0.0,0.0,12.6,0.0078125,0,0.0,kReverse,kOff,
59,12.0,0.0,0.0,161444.1,0.125,12.55,6.09375,-120084,0.0,0.125,12.0,0.0,0,0.0,0.0,12.55,6.09375,-125940,0.0,0.125,12.55,0.0,0,0.0,false,true,kOff,0.0,12.450000000000001,-0.0078125,-816,0.0,0.0,12.450000000000001,0.0,0,0.0,0.0,12.6,0.0078125,0,0.0,kReverse,kOff,
84,12.3,0.0,0.0,161444.1,0.25,12.55,6.09375,-120084,0.0,0.125,12.0,0.0,0,0.0,0.0,12.55,6.09375,-125940,0.0,0.125,12.55,0.0,0,0.0,false,true,kOff,0.0,12.450000000000001,-0.0078125,-816,0.0,0.0,12.450000000000001,0.0,0,0.0,0.0,12.6,0.0078125,0,0.0,kReverse,kOff,
119,12.25,0.0,0.0,161444.1,0.25,12.55,6.09375,-120084,0.0,0.125,12.0,0.0,0,0.0,0.0,12.200000000000001,6.09375,-125940,0.0,0.125,12.200000000000001,0.0,0,0.0,false,true,kOff,0.0,12.1,-0.0078125,-816,0.0,0.0,12.15,0.0,0,0.0,0.0,12.25,0.0078125,0,0.0,kReverse,kOff,
145,12.3,0.0,0.0,161444.1,0.25,12.200000000000001,6.09375,-120084,0.0,0.125,12.0,0.0,0,0.0,0.0,12.200000000000001,6.09375,-125940,0.0,0.125,12.200000000000001,0.0,0,0.0,false,true,kOff,0.0,12.1,-0.0078125,-816,0.0,0.0,12.15,0.0,0,0.0,0.0,12.25,0.0078125,0,0.0,kReverse,kOff,
178,12.35,0.0,0.0,161444.1,0.25,12.200000000000001,6.09375,-120084,0.0,0.125,12.0,0.0,0,0.0,0.0,12.200000000000001,6.09375,-125940,0.0,0.125,12.200000000000001,0.0,0,0.0,false,true,kOff,0.0,12.1,-0.0078125,-816,0.0,0.0,12.15,0.0,0,0.0,0.0,12.25,0.0078125,0,0.0,kReverse,kOff,
202,12.35,0.0,0.0,161444.1,0.25,12.200000000000001,6.09375,-120084,0.0,0.125,12.0,0.0,0,0.0,0.0,12.200000000000001,6.09375,-125940,0.0,0.125,12.200000000000001,0.0,0,0.0,false,true,kOff,0.0,12.1,-0.0078125,-816,0.0,0.0,12.15,0.0,0,0.0,0.0,12.25,0.0078125,0,0.0,kReverse,kOff,
238,12.25,0.0,0.0,161444.1,0.25,12.200000000000001,6.09375,-120084,0.0,0.125,12.25,0.0,0,0.0,0.0,12.200000000000001,6.09375,-125940,0.0,0.125,12.200000000000001,0.0,0,0.0,false,true,kOff,0.0,12.1,-0.0078125,-816,0.0,0.0,12.15,0.0,0,0.0,0.0,12.25,0.0078125,0,0.0,kReverse,kOff,
262,12.25,0.0,0.0,161444.1,0.25,12.200000000000001,6.09375,-120084,0.0,0.125,12.25,0.0,0,0.0,0.0,12.200000000000001,6.09375,-125940,0.0,0.125,12.200000000000001,0.0,0,0.0,false,true,kOff,0.0,12.1,-0.0078125,-816,0.0,0.0,12.15,0.0,0,0.0,0.0,12.25,0.0078125,0,0.0,kReverse,kOff,
300,12.3,0.0,0.0,161444.1,0.25,12.200000000000001,6.09375,-120084,0.0,0.125,12.25,0.0,0,0.0,0.0,12.200000000000001,6.09375,-125940,0.0,0.125,12.200000000000001,0.0,0,0.0,false,true,kOff,0.0,12.1,-0.0078125,-816,0.0,0.0,12.15,0.0,0,0.0,0.0,12.25,0.0078125,0,0.0,kReverse,kOff,
324,12.3,0.0,0.0,161444.1,0.25,12.200000000000001,6.09375,-120084,0.0,0.125,12.25,0.0,0,0.0,0.0,12.200000000000001,6.09375,-125940,0.0,0.125,12.200000000000001,0.0,0,0.0,false,true,kOff,0.0,12.1,-0.0078125,-816,0.0,0.0,12.15,0.0,0,0.0,0.0,12.25,0.0078125,0,0.0,kReverse,kOff,
359,12.3,0.0,0.0,161444.1,0.25,12.200000000000001,6.09375,-120084,0.0,0.125,12.25,0.0,0,0.0,0.0,12.200000000000001,6.09375,-125940,0.0,0.125,12.200000000000001,0.0,0,0.0,false,true,kOff,0.0,12.1,-0.0078125,-816,0.0,0.0,12.15,0.0,0,0.0,0.0,12.25,0.0078125,0,0.0,kReverse,kOff,
384,12.25,0.0,0.0,161444.1,0.25,12.200000000000001,6.09375,-120084,0.0,0.125,12.200000000000001,0.0,0,0.0,0.0,12.200000000000001,6.09375,-125940,0.0,0.125,12.200000000000001,0.0,0,0.0,false,true,kOff,0.0,12.1,-0.0078125,-816,0.0,0.0,12.15,0.0,0,0.0,0.0,12.25,0.0078125,0,0.0,kReverse,kOff,
418,12.25,0.0,0.0,161444.1,0.25,12.200000000000001,6.09375,-120084,0.0,0.125,12.200000000000001,0.0,0,0.0,0.0,12.200000000000001,6.09375,-125940,0.0,0.0,12.200000000000001,0.0,0,0.0,false,true,kOff,0.0,12.1,-0.0078125,-816,0.0,0.0,12.15,0.0,0,0.0,0.0,12.25,0.0078125,0,0.0,kReverse,kOff,
442,12.25,0.0,0.0,161444.1,0.25,12.200000000000001,6.09375,-120084,0.0,0.125,12.200000000000001,0.0,0,0.0,0.0,12.15,6.09375,-125940,0.0,0.0,12.200000000000001,0.0,0,0.0,false,true,kOff,0.0,12.1,-0.0078125,-816,0.0,0.0,12.1,0.0,0,0.0,0.0,12.25,0.0078125,0,0.0,kReverse,kOff,
479,12.3,0.0,0.0,161444.1,0.25,12.200000000000001,6.09375,-120084,0.0,0.125,12.200000000000001,0.0,0,0.0,0.0,12.15,6.09375,-125940,0.0,0.125,12.200000000000001,0.0,0,0.0,false,true,kOff,0.0,12.1,-0.0078125,-816,0.0,0.0,12.1,0.0,0,0.0,0.0,12.25,0.0078125,0,0.0,kReverse,kOff,
503,12.25,0.0,0.0,161444.1,0.25,12.200000000000001,6.09375,-120084,0.0,0.125,12.200000000000001,0.0,0,0.0,0.0,12.15,6.09375,-125940,0.0,0.125,12.200000000000001,0.0,0,0.0,false,true,kOff,0.0,12.1,-0.0078125,-816,0.0,0.0,12.1,0.0,0,0.0,0.0,12.25,0.0078125,0,0.0,kReverse,kOff,
539,12.25,0.0,0.0,161444.1,0.25,12.200000000000001,6.09375,-120084,0.0,0.125,12.200000000000001,0.0,0,0.0,0.0,12.15,6.09375,-125940,0.0,0.125,12.200000000000001,0.0,0,0.0,false,true,kOff,0.0,12.1,-0.0078125,-816,0.0,0.0,12.1,0.0,0,0.0,0.0,12.25,0.0078125,0,0.0,kReverse,kOff,
578,12.3,0.0,0.0,161444.1,0.25,12.200000000000001,6.09375,-120084,0.0,0.125,12.200000000000001,0.0,0,0.0,0.0,12.15,6.09375,-125940,0.0,0.125,12.200000000000001,0.0,0,0.0,false,true,kOff,0.0,12.1,-0.0078125,-816,0.0,0.0,12.1,0.0,0,0.0,0.0,12.25,0.0078125,0,0.0,kReverse,kOff,
604,12.3,0.0,0.0,161444.1,0.25,12.15,6.09375,-120084,0.0,0.125,12.200000000000001,0.0,0,0.0,0.0,12.15,6.09375,-125940,0.0,0.125,12.200000000000001,0.0,0,0.0,false,true,kOff,0.0,12.1,-0.0078125,-816,0.0,0.0,12.1,0.0,0,0.0,0.0,12.200000000000001,0.0078125,0,0.0,kReverse,kOff,
