time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_4_velocity,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_5_velocity,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_2_velocity,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,talon_3_velocity,solenoid_2_state,solenoid_3_state,doublesolenoid_0-1_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_1_velocity,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,talon_6_velocity,doublesolenoid_6-7_state,doublesolenoid_4-5_state,
57,11.3,0.0,0.0,1034.075,0.125,11.4,6.09375,-7,0.0,0.125,11.45,0.0,0,0.0,0.0,11.350000000000001,6.09375,6,0.0,0.0,11.350000000000001,0.0,0,0.0,false,false,kOff,0.625,11.3,0.0,276,0.0,0.0,11.4,0.0,-5072,0.0,kReverse,kOff,
88,11.25,2.875,32.25,1034.72,0.125,11.3,6.09375,-7,0.0,0.125,11.45,0.0,0,0.0,0.0,11.350000000000001,6.09375,6,0.0,0.0,11.350000000000001,0.0,0,0.0,false,false,kOff,2.625,11.3,0.0,276,0.0,0.0,11.4,0.0,-5072,0.0,kReverse,kOff,
121,11.2,2.875,32.125,1035.3625,0.125,11.3,6.09375,-7,0.0,0.125,11.45,0.0,0,0.0,0.0,11.350000000000001,6.09375,6,0.0,0.0,11.350000000000001,0.0,0,0.0,false,false,kOff,3.25,11.3,0.0,276,0.0,0.0,11.4,0.0,-5072,0.0,kReverse,kOff,
148,11.25,3.375,37.875,1036.765,0.125,11.3,6.09375,-7,0.0,0.125,11.45,0.0,0,0.0,0.0,11.350000000000001,6.09375,6,0.0,0.0,11.350000000000001,0.0,0,0.0,false,false,kOff,2.875,11.3,0.0,276,0.0,0.0,11.4,0.0,-5072,0.0,kReverse,kOff,
181,11.3,3.375,38.125,1037.5275000000001,0.125,11.3,6.09375,-7,0.0,0.125,11.2,0.0,0,0.0,0.0,11.350000000000001,6.09375,6,0.0,0.0,11.350000000000001,0.0,0,0.0,false,false,kOff,2.5,11.3,0.0,276,0.0,0.0,11.4,0.0,-5072,0.0,kReverse,kOff,
208,11.3,3.125,35.375,1038.9975,0.125,11.3,6.09375,-7,0.0,0.125,11.2,0.0,0,0.0,0.0,11.2,6.09375,6,0.0,0.0,11.350000000000001,0.0,0,0.0,false,false,kOff,2.375,11.100000000000001,0.0,228,-29.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
241,11.3,3.125,35.25,1039.7025,0.125,11.2,6.09375,-7,0.0,0.125,11.2,0.0,0,0.0,0.0,11.2,6.09375,6,0.0,0.0,11.25,0.0,0,0.0,false,false,kOff,2.125,11.100000000000001,0.0,228,-29.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
268,11.350000000000001,2.625,29.75,1041.0049999999999,0.125,11.2,6.09375,-7,0.0,0.125,11.2,0.0,0,0.0,0.0,11.2,6.09375,6,0.0,0.0,11.25,0.0,0,0.0,false,false,kOff,2.0,11.100000000000001,0.0,228,-29.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
302,11.350000000000001,2.625,29.625,1041.5975,0.125,11.2,6.09375,-7,0.0,0.125,11.2,0.0,0,0.0,0.0,11.2,6.09375,6,0.0,0.0,11.25,0.0,0,0.0,false,false,kOff,1.875,11.100000000000001,0.0,228,-29.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
342,11.3,2.625,29.625,1042.7825,0.125,11.2,6.09375,-7,0.0,0.125,11.25,0.0,0,0.0,0.0,11.2,6.09375,6,0.0,0.0,11.25,0.0,0,0.0,false,false,kOff,1.875,11.100000000000001,0.0,228,-29.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
368,11.350000000000001,2.875,32.625,1044.0875,0.125,11.2,6.09375,-7,0.0,0.125,11.25,0.0,0,0.0,0.0,11.2,6.09375,6,0.0,0.0,11.25,0.0,0,0.0,false,false,kOff,1.625,11.15,0.0,201,-16.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
401,11.350000000000001,2.875,32.625,1044.74,0.125,11.25,6.09375,-7,0.0,0.125,11.25,0.0,0,0.0,0.0,11.2,6.09375,6,0.0,0.0,11.3,0.0,0,0.0,false,false,kOff,1.625,11.15,0.0,201,-16.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
427,11.350000000000001,0.0,0.0,1044.74,0.125,11.25,6.09375,-7,0.0,0.125,11.25,0.0,0,0.0,0.0,11.2,6.09375,6,0.0,0.0,11.3,0.0,0,0.0,false,false,kOff,1.625,11.15,0.0,201,-16.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
463,11.350000000000001,0.0,0.0,1044.74,0.125,11.25,6.09375,-7,0.0,0.125,11.25,0.0,0,0.0,0.0,11.2,6.09375,6,0.0,0.0,11.3,0.0,0,0.0,false,false,kOff,1.625,11.15,0.0,201,-16.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
502,11.350000000000001,2.375,26.875,1045.815,0.125,11.25,6.09375,-7,0.0,0.125,11.3,0.0,0,0.0,0.0,11.2,6.09375,6,0.0,0.0,11.3,0.0,0,0.0,false,false,kOff,1.625,11.15,0.0,201,-16.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
529,11.350000000000001,0.0,0.0,1046.3525,0.125,11.25,6.09375,-7,0.0,0.125,11.3,0.0,0,0.0,0.0,11.25,6.09375,6,0.0,0.0,11.3,0.0,0,0.0,false,false,kOff,1.625,11.15,0.0,200,0.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
562,11.350000000000001,0.0,0.0,1046.3525,0.125,11.25,6.09375,-7,0.0,0.125,11.3,0.0,0,0.0,0.0,11.25,6.09375,6,0.0,0.0,11.3,0.0,0,0.0,false,false,kOff,1.625,11.15,0.0,200,0.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
601,11.350000000000001,2.5,28.375,1046.92,0.125,11.25,6.09375,-7,0.0,0.125,11.3,0.0,0,0.0,0.0,11.25,6.09375,6,0.0,0.0,11.3,0.0,0,0.0,false,false,kOff,1.625,11.15,0.0,200,0.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
624,11.350000000000001,2.5,28.375,1047.4875,0.125,11.25,6.09375,-7,0.0,0.125,11.3,0.0,0,0.0,0.0,11.25,6.09375,6,0.0,0.0,11.3,0.0,0,0.0,false,false,kOff,1.625,11.15,0.0,200,0.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
662,11.3,2.5,28.25,1048.6200000000001,0.125,11.25,6.09375,-7,0.0,0.125,11.25,0.0,0,0.0,0.0,11.25,6.09375,6,0.0,0.0,11.3,0.0,0,0.0,false,false,kOff,1.625,11.15,0.0,200,0.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
689,11.3,0.0,0.0,1048.6200000000001,0.125,11.25,6.09375,-7,0.0,0.125,11.25,0.0,0,0.0,0.0,11.2,6.09375,6,0.0,0.0,11.3,0.0,0,0.0,false,false,kOff,1.625,11.2,0.0,200,0.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
722,11.3,0.0,0.0,1048.6200000000001,0.125,11.25,6.09375,-7,0.0,0.125,11.25,0.0,0,0.0,0.0,11.2,6.09375,6,0.0,0.0,11.25,0.0,0,0.0,false,false,kOff,1.625,11.2,0.0,200,0.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
763,11.3,2.375,26.75,1049.69,0.125,11.25,6.09375,-7,0.0,0.125,11.25,0.0,0,0.0,0.0,11.2,6.09375,6,0.0,0.0,11.25,0.0,0,0.0,false,false,kOff,1.625,11.2,0.0,200,0.0,0.0,11.3,0.0,-5072,0.0,kReverse,kOff,
