time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_4_velocity,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_5_velocity,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_2_velocity,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,talon_3_velocity,solenoid_2_state,solenoid_3_state,doublesolenoid_0-1_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_1_velocity,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,talon_6_velocity,doublesolenoid_6-7_state,doublesolenoid_4-5_state,
56,11.100000000000001,0.0,0.0,55465.740000000005,0.125,12.0,24.518946781754494,2263,0.0,0.125,11.05,0.0,0,0.0,0.0,11.95,-12.331446781754492,2388,0.0,0.0,12.0,0.0,0,0.0,false,false,kReverse,0.0,11.9,0.0,90,0.0,0.0,12.0,0.0,3605,0.0,kReverse,kOff,
97,11.600000000000001,0.0,0.0,55465.740000000005,0.125,12.0,24.518946781754494,2263,0.0,0.125,11.05,0.0,0,0.0,0.0,11.350000000000001,-12.331446781754492,2388,0.0,0.0,12.0,0.0,0,0.0,false,false,kReverse,0.125,11.350000000000001,0.0,90,0.0,0.0,12.0,0.0,3605,0.0,kReverse,kOff,
119,11.600000000000001,0.0,0.0,55465.740000000005,0.125,12.0,24.518946781754494,2263,0.0,0.125,11.05,0.0,0,0.0,0.0,11.350000000000001,-12.331446781754492,2388,0.0,0.0,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.0,11.45,0.0,3605,0.0,kReverse,kOff,
156,11.65,0.0,0.0,55465.740000000005,0.25,11.4,24.518946781754494,2263,0.0,0.125,11.05,0.0,0,0.0,0.0,11.350000000000001,-12.331446781754492,2388,0.0,0.125,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.0,11.45,0.0,3605,0.0,kReverse,kOff,
180,11.600000000000001,0.0,0.0,55465.740000000005,0.25,11.4,24.518946781754494,2263,0.0,0.125,11.05,0.0,0,0.0,0.0,11.350000000000001,-12.331446781754492,2388,0.0,0.125,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.0,11.45,0.0,3605,0.0,kReverse,kOff,
217,11.65,0.0,0.0,55465.740000000005,0.25,11.4,24.518946781754494,2263,0.0,0.125,11.5,0.0,0,0.0,0.0,11.350000000000001,-12.331446781754492,2388,0.0,0.0,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.0,11.45,0.0,3605,0.0,kReverse,kOff,
242,11.600000000000001,0.0,0.0,55465.740000000005,0.25,11.4,24.518946781754494,2263,0.0,0.125,11.5,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.0,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.0,11.45,0.0,3605,0.0,kReverse,kOff,
277,11.55,0.0,0.0,55465.740000000005,0.25,11.4,24.518946781754494,2263,0.0,0.125,11.5,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.125,11.5,0.0,0,0.0,false,false,kReverse,0.25,11.4,0.0,90,0.0,0.0,11.5,0.0,3605,0.0,kReverse,kOff,
302,11.5,0.0,0.0,55465.740000000005,0.25,11.45,24.518946781754494,2263,0.0,0.125,11.5,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.125,11.5,0.0,0,0.0,false,false,kReverse,0.25,11.4,0.0,90,0.0,0.0,11.5,0.0,3605,0.0,kReverse,kOff,
337,11.5,0.0,0.0,55465.740000000005,0.25,11.45,24.518946781754494,2263,0.0,0.125,11.5,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.125,11.5,0.0,0,0.0,false,false,kReverse,0.25,11.4,0.0,90,0.0,0.0,11.5,0.0,3605,0.0,kReverse,kOff,
362,11.5,0.0,0.0,55465.740000000005,0.25,11.45,24.518946781754494,2263,0.0,0.125,11.5,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.125,11.5,0.0,0,0.0,false,false,kReverse,0.25,11.4,0.0,90,0.0,0.0,11.5,0.0,3605,0.0,kReverse,kOff,
396,11.45,0.0,0.0,55465.740000000005,0.25,11.45,24.518946781754494,2263,0.0,0.125,11.5,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.125,11.5,0.0,0,0.0,false,false,kReverse,0.25,11.4,0.0,90,0.0,0.0,11.5,0.0,3605,0.0,kReverse,kOff,
419,11.45,0.0,0.0,55465.740000000005,0.25,11.45,24.518946781754494,2263,0.0,0.125,11.5,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.0,11.5,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.0,11.5,0.0,3605,0.0,kReverse,kOff,
443,11.45,0.0,0.0,55465.740000000005,0.25,11.45,24.518946781754494,2263,0.0,0.125,11.5,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.0,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.0,11.5,0.0,3605,0.0,kReverse,kOff,
477,11.45,0.0,0.0,55465.740000000005,0.25,11.45,24.518946781754494,2263,0.0,0.125,11.5,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.0,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.0,11.5,0.0,3605,0.0,kReverse,kOff,
500,11.45,0.0,0.0,55465.740000000005,0.25,11.45,24.518946781754494,2263,0.0,0.125,11.5,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.0,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.125,11.5,0.0,3605,0.0,kReverse,kOff,
537,11.45,0.0,0.0,55465.740000000005,0.25,11.45,24.518946781754494,2263,0.0,0.125,11.45,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.125,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.125,11.5,0.0,3605,0.0,kReverse,kOff,
577,11.45,0.0,0.0,55465.740000000005,0.25,11.45,24.518946781754494,2263,0.0,0.125,11.45,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.0,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.0,11.45,0.0,3605,0.0,kReverse,kOff,
602,11.5,0.0,0.0,55465.740000000005,0.25,11.45,24.518946781754494,2263,0.0,0.125,11.45,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.0,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.0,11.45,0.0,3605,0.0,kReverse,kOff,
637,11.45,0.0,0.0,55465.740000000005,0.25,11.4,24.518946781754494,2263,0.0,0.125,11.45,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.0,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.0,11.45,0.0,3605,0.0,kReverse,kOff,
662,11.45,0.0,0.0,55465.740000000005,0.25,11.4,24.518946781754494,2263,0.0,0.125,11.45,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.125,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.0,11.45,0.0,3605,0.0,kReverse,kOff,
697,11.5,0.0,0.0,55465.740000000005,0.25,11.4,24.518946781754494,2263,0.0,0.125,11.45,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.125,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.0,11.45,0.0,3605,0.0,kReverse,kOff,
721,11.5,0.0,0.0,55465.740000000005,0.25,11.4,24.518946781754494,2263,0.0,0.125,11.45,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.125,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.0,11.45,0.0,3605,0.0,kReverse,kOff,
757,11.5,0.0,0.0,55465.740000000005,0.25,11.4,24.518946781754494,2263,0.0,0.125,11.45,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.125,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.0,11.45,0.0,3605,0.0,kReverse,kOff,
782,11.5,0.0,0.0,55465.740000000005,0.25,11.4,24.518946781754494,2263,0.0,0.125,11.45,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.125,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.0,11.45,0.0,3605,0.0,kReverse,kOff,
817,11.5,0.0,0.0,55465.740000000005,0.25,11.4,24.518946781754494,2263,0.0,0.125,11.45,0.0,0,0.0,0.0,11.4,-12.331446781754492,2388,0.0,0.0,11.45,0.0,0,0.0,false,false,kReverse,0.25,11.350000000000001,0.0,90,0.0,0.0,11.45,0.0,3605,0.0,kReverse,kOff,
