time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_4_velocity,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_5_velocity,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_2_velocity,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,talon_3_velocity,solenoid_2_state,solenoid_3_state,doublesolenoid_0-1_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_1_velocity,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,talon_6_velocity,doublesolenoid_6-7_state,doublesolenoid_4-5_state,
12,11.95,0.0,0.0,1995.97,0.125,11.9,624.0,111,0.0,0.125,11.9,0.0,0,0.0,0.0,11.850000000000001,650.0,-614,0.0,0.0,11.9,0.0,0,0.0,false,false,kOff,0.0,11.8,0.0,51,0.0,0.125,11.9,0.0,-814,0.0,kReverse,kReverse,
66,10.350000000000001,19.25,200.125,1999.9725,11.625,11.850000000000001,624.0,111,0.0,7.375,11.9,0.0,0,0.0,10.375,11.850000000000001,650.0,-614,0.0,7.5,11.9,0.0,0,0.0,false,false,kOff,0.0,11.8,0.0,51,0.0,0.0,11.9,0.0,-814,0.0,kReverse,kReverse,
107,9.45,19.25,181.875,2007.4,18.0,11.850000000000001,624.0,111,0.0,19.75,11.9,0.0,0,0.0,8.5,11.850000000000001,650.0,-614,0.0,9.375,11.9,0.0,0,0.0,false,false,kOff,0.0,11.8,0.0,51,0.0,0.0,11.9,0.0,-814,0.0,kReverse,kReverse,
166,9.850000000000001,64.0,630.375,2044.6475,12.875,11.850000000000001,624.0,111,0.0,14.75,9.2,0.0,0,0.0,9.5,11.850000000000001,650.0,-614,0.0,13.5,11.9,0.0,0,0.0,false,false,kOff,0.0,11.8,0.0,51,0.0,0.0,11.9,0.0,-814,0.0,kReverse,kReverse,
206,10.100000000000001,57.0,575.625,2067.56,9.75,9.75,624.0,226,107.0,11.125,9.2,0.0,0,0.0,9.375,9.7,650.0,-422,92.0,11.75,9.600000000000001,0.0,0,0.0,false,false,kOff,0.0,9.8,0.0,51,0.0,0.0,9.850000000000001,0.0,-814,0.0,kReverse,kReverse,
246,10.45,40.875,427.125,2087.9,7.5,9.75,624.0,226,107.0,8.25,9.2,0.0,0,0.0,8.0,9.7,650.0,-422,92.0,10.125,9.600000000000001,0.0,0,0.0,false,false,kOff,0.0,9.8,0.0,51,0.0,0.0,9.850000000000001,0.0,-814,0.0,kReverse,kReverse,
286,10.65,40.875,437.25,2105.35,6.0,9.75,624.0,226,107.0,6.625,10.5,0.0,0,0.0,6.5,9.7,650.0,-422,92.0,7.625,9.600000000000001,0.0,0,0.0,false,false,kOff,0.0,9.8,0.0,51,0.0,0.0,9.850000000000001,0.0,-814,0.0,kReverse,kReverse,
327,10.9,27.375,298.375,2117.2575,5.125,9.75,624.0,226,107.0,5.375,10.5,0.0,0,0.0,5.25,9.7,650.0,-422,92.0,6.125,9.600000000000001,0.0,0,0.0,false,false,kOff,0.0,10.8,0.0,52,0.0,0.0,10.9,0.0,-814,0.0,kReverse,kReverse,
366,11.05,27.375,301.125,2129.3025,4.375,10.8,624.0,467,160.0,4.625,10.5,0.0,0,0.0,4.25,10.75,650.0,-153,180.0,4.75,10.8,0.0,0,0.0,false,false,kOff,0.0,10.8,0.0,52,0.0,0.0,10.9,0.0,-814,0.0,kReverse,kReverse,
406,11.100000000000001,20.25,224.75,2138.2725,3.875,10.8,624.0,467,160.0,3.875,10.5,0.0,0,0.0,3.75,10.75,650.0,-153,180.0,4.125,10.8,0.0,0,0.0,false,false,kOff,0.0,10.8,0.0,52,0.0,0.0,10.9,0.0,-814,0.0,kReverse,kReverse,
446,11.15,15.875,177.0,2146.3275000000003,3.5,10.8,624.0,467,160.0,3.25,11.05,0.0,0,0.0,3.625,10.75,650.0,-153,180.0,3.75,10.8,0.0,0,0.0,false,false,kOff,0.0,10.8,0.0,52,0.0,0.0,10.9,0.0,-814,0.0,kReverse,kReverse,
487,11.2,15.875,177.75,2153.4375,2.625,10.8,624.0,467,160.0,2.375,11.05,0.0,0,0.0,3.5,10.75,650.0,-153,180.0,3.625,10.8,0.0,0,0.0,false,false,kOff,0.0,10.8,0.0,52,0.0,0.0,10.9,0.0,-814,0.0,kReverse,kReverse,
526,11.25,12.875,144.75,2159.2400000000002,2.25,11.15,624.0,760,186.0,2.0,11.05,0.0,0,0.0,3.375,11.15,650.0,171,206.0,3.125,11.15,0.0,0,0.0,false,false,kOff,0.0,11.15,0.0,52,0.0,0.0,11.25,0.0,-814,0.0,kReverse,kReverse,
566,11.350000000000001,11.75,132.75,2164.8025000000002,2.25,11.15,624.0,760,186.0,2.0,11.05,0.0,0,0.0,3.125,11.15,650.0,171,206.0,2.875,11.15,0.0,0,0.0,false,false,kOff,0.0,11.15,0.0,52,0.0,0.0,11.25,0.0,-814,0.0,kReverse,kReverse,
