time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_4_velocity,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_5_velocity,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_2_velocity,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,talon_3_velocity,solenoid_2_state,solenoid_3_state,doublesolenoid_0-1_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_1_velocity,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,talon_6_velocity,doublesolenoid_6-7_state,doublesolenoid_4-5_state,
20,11.7,0.0,0.0,14112.384999999998,0.25,11.55,598.0,8417,0.0,0.125,11.9,0.0,0,0.0,0.0,11.5,650.0,2546,0.0,0.125,11.600000000000001,0.0,0,0.0,false,false,kForward,0.0,11.5,0.0,2039,0.0,0.125,11.600000000000001,0.0,-1323,0.0,kReverse,kReverse,
54,9.3,26.75,248.75,14117.36,6.875,11.55,598.0,8417,0.0,4.75,11.9,0.0,0,0.0,8.25,11.5,650.0,2546,0.0,5.375,11.600000000000001,0.0,0,0.0,false,false,kForward,0.0,11.5,0.0,2039,0.0,0.0,11.600000000000001,0.0,-1323,0.0,kReverse,kReverse,
77,9.100000000000001,26.75,255.375,14122.4675,8.25,11.55,598.0,8417,0.0,7.25,9.3,0.0,0,0.0,11.625,11.5,650.0,2546,0.0,10.5,11.600000000000001,0.0,0,0.0,false,false,kForward,0.0,11.5,0.0,2039,0.0,0.0,11.600000000000001,0.0,-1323,0.0,kReverse,kReverse,
114,9.15,26.75,244.75,14132.3625,6.375,11.55,598.0,8417,0.0,6.875,9.3,0.0,0,0.0,15.125,11.5,650.0,2546,0.0,19.75,11.600000000000001,0.0,0,0.0,false,false,kForward,0.0,11.5,0.0,2039,0.0,0.0,11.600000000000001,0.0,-1323,0.0,kReverse,kReverse,
137,8.600000000000001,51.25,440.75,14141.177500000002,7.875,8.5,598.0,8434,17.0,7.875,9.3,0.0,0,0.0,14.125,8.600000000000001,650.0,2618,72.0,18.25,8.4,0.0,0,0.0,false,false,kForward,0.0,8.75,0.0,2039,0.0,0.0,8.75,0.0,-1323,0.0,kReverse,kReverse,
176,8.7,51.25,448.375,14159.165,11.625,8.5,598.0,8434,17.0,12.875,9.3,0.0,0,0.0,9.75,8.600000000000001,650.0,2618,72.0,12.0,8.4,0.0,0,0.0,false,false,kForward,0.0,8.75,0.0,2039,0.0,0.0,8.75,0.0,-1323,0.0,kReverse,kReverse,
199,9.15,49.875,433.875,14167.842499999999,11.375,8.5,598.0,8434,17.0,12.75,9.3,0.0,0,0.0,8.125,8.600000000000001,650.0,2618,72.0,10.5,8.4,0.0,0,0.0,false,false,kForward,0.0,8.75,0.0,2039,0.0,0.0,8.75,0.0,-1323,0.0,kReverse,kReverse,
234,9.2,49.875,453.75,14186.042500000001,9.75,8.5,598.0,8434,17.0,10.625,8.95,0.0,0,0.0,7.375,8.600000000000001,650.0,2618,72.0,9.0,8.4,0.0,0,0.0,false,false,kForward,0.0,8.75,0.0,2039,0.0,0.0,8.75,0.0,-1323,0.0,kReverse,kReverse,
259,9.2,39.0,372.375,14193.49,8.875,8.5,598.0,8434,17.0,9.75,8.95,0.0,0,0.0,7.125,8.600000000000001,650.0,2618,72.0,8.375,8.4,0.0,0,0.0,false,false,kForward,0.0,8.75,0.0,2039,0.0,0.0,8.75,0.0,-1323,0.0,kReverse,kReverse,
294,9.600000000000001,39.0,370.5,14208.27,8.0,9.3,598.0,8537,80.0,8.75,8.95,0.0,0,0.0,6.375,9.25,650.0,2822,135.0,7.25,9.25,0.0,0,0.0,false,false,kForward,0.0,9.3,0.0,2048,5.0,0.0,9.4,0.0,-1323,0.0,kReverse,kReverse,
318,9.55,31.75,303.125,14214.3325,7.25,9.3,598.0,8537,80.0,8.25,8.95,0.0,0,0.0,6.125,9.25,650.0,2822,135.0,6.875,9.25,0.0,0,0.0,false,false,kForward,0.0,9.3,0.0,2048,5.0,0.0,9.4,0.0,-1323,0.0,kReverse,kReverse,
354,9.95,31.75,315.875,14226.84,6.25,9.3,598.0,8537,80.0,7.0,8.95,0.0,0,0.0,5.75,9.25,650.0,2822,135.0,6.5,9.25,0.0,0,0.0,false,false,kForward,0.0,9.3,0.0,2048,5.0,0.0,9.4,0.0,-1323,0.0,kReverse,kReverse,
376,10.15,25.375,256.25,14231.965,5.375,9.3,598.0,8537,80.0,6.0,8.95,0.0,0,0.0,5.375,9.25,650.0,2822,135.0,6.125,9.25,0.0,0,0.0,false,false,kForward,0.0,9.3,0.0,2048,5.0,0.0,9.4,0.0,-1323,0.0,kReverse,kReverse,
400,10.25,25.375,260.0,14237.165,4.75,9.3,598.0,8537,80.0,5.125,9.95,0.0,0,0.0,5.125,9.25,650.0,2822,135.0,5.75,9.25,0.0,0,0.0,false,false,kForward,0.0,9.3,0.0,2048,5.0,0.0,9.4,0.0,-1323,0.0,kReverse,kReverse,
434,10.350000000000001,25.375,261.25,14247.59,3.875,9.3,598.0,8537,80.0,3.75,9.95,0.0,0,0.0,4.125,9.25,650.0,2822,135.0,4.5,9.25,0.0,0,0.0,false,false,kForward,0.0,9.3,0.0,2048,5.0,0.0,9.4,0.0,-1323,0.0,kReverse,kReverse,
458,10.600000000000001,17.75,186.375,14251.317500000001,3.5,10.350000000000001,598.0,8754,147.0,3.375,9.95,0.0,0,0.0,3.75,10.2,650.0,3093,181.0,4.0,10.3,0.0,0,0.0,false,false,kForward,0.0,10.25,0.0,2055,4.0,0.0,10.350000000000001,0.0,-1323,0.0,kReverse,kReverse,
493,10.600000000000001,17.75,190.75,14258.895,2.625,10.350000000000001,598.0,8754,147.0,2.375,9.95,0.0,0,0.0,3.375,10.2,650.0,3093,181.0,3.5,10.3,0.0,0,0.0,false,false,kForward,0.0,10.25,0.0,2055,4.0,0.0,10.350000000000001,0.0,-1323,0.0,kReverse,kReverse,
