time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_4_velocity,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_5_velocity,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_2_velocity,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,talon_3_velocity,solenoid_2_state,solenoid_3_state,doublesolenoid_0-1_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_1_velocity,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,talon_6_velocity,doublesolenoid_6-7_state,doublesolenoid_4-5_state,
12,12.450000000000001,0.0,0.0,9852.380000000001,0.125,12.35,598.0,3404,0.0,0.125,12.4,0.0,0,0.0,0.0,12.35,650.0,2609,0.0,0.125,12.35,0.0,0,0.0,false,false,kOff,0.0,12.25,0.0,237,0.0,0.0,12.4,0.0,-710,0.0,kReverse,kReverse,
60,9.850000000000001,2.0,19.625,9853.27,9.875,12.35,598.0,3404,0.0,5.125,12.4,0.0,0,0.0,8.625,12.35,650.0,2609,0.0,8.375,12.35,0.0,0,0.0,false,false,kOff,0.0,12.25,0.0,237,0.0,0.0,12.4,0.0,-710,0.0,kReverse,kReverse,
100,9.3,62.375,605.0,9865.800000000001,14.0,12.35,598.0,3404,0.0,13.75,10.350000000000001,0.0,0,0.0,14.25,12.35,650.0,2609,0.0,16.875,12.35,0.0,0,0.0,false,false,kOff,0.0,12.25,0.0,237,0.0,0.0,12.4,0.0,-710,0.0,kReverse,kReverse,
139,9.9,62.375,617.5,9889.75,14.125,9.65,598.0,3460,56.0,15.375,10.350000000000001,0.0,0,0.0,12.125,9.5,650.0,2722,112.0,16.625,9.5,0.0,0,0.0,false,false,kOff,0.0,9.65,0.0,239,0.0,0.0,9.75,0.0,-710,0.0,kReverse,kReverse,
179,10.0,57.375,565.125,9913.465,10.625,9.65,598.0,3460,56.0,11.625,10.350000000000001,0.0,0,0.0,10.375,9.5,650.0,2722,112.0,13.0,9.5,0.0,0,0.0,false,false,kOff,0.0,9.65,0.0,239,0.0,0.0,9.75,0.0,-710,0.0,kReverse,kReverse,
220,10.350000000000001,57.375,582.25,9936.64,8.625,9.65,598.0,3460,56.0,9.375,10.350000000000001,0.0,0,0.0,9.5,9.5,650.0,2722,112.0,11.5,9.5,0.0,0,0.0,false,false,kOff,0.0,9.65,0.0,239,0.0,0.0,9.75,0.0,-710,0.0,kReverse,kReverse,
260,10.600000000000001,43.5,467.625,9954.995,6.75,9.65,598.0,3460,56.0,7.0,10.3,0.0,0,0.0,7.875,9.5,650.0,2722,112.0,9.0,9.5,0.0,0,0.0,false,false,kOff,0.0,9.65,0.0,239,0.0,0.0,9.75,0.0,-710,0.0,kReverse,kReverse,
301,11.05,29.25,320.25,9970.795,5.5,10.8,598.0,3661,129.0,5.625,10.3,0.0,0,0.0,6.125,10.65,650.0,2958,164.0,6.875,10.7,0.0,0,0.0,false,false,kOff,0.0,10.7,0.0,312,50.0,0.0,10.850000000000001,0.0,-821,-94.0,kReverse,kReverse,
340,11.100000000000001,29.25,326.125,9983.84,4.5,10.8,598.0,3661,129.0,4.625,10.3,0.0,0,0.0,4.875,10.65,650.0,2958,164.0,5.375,10.7,0.0,0,0.0,false,false,kOff,0.0,10.7,0.0,312,50.0,0.0,10.850000000000001,0.0,-821,-94.0,kReverse,kReverse,
380,11.4,20.125,228.375,9992.935,3.75,10.8,598.0,3661,129.0,3.75,10.3,0.0,0,0.0,4.125,10.65,650.0,2958,164.0,4.375,10.7,0.0,0,0.0,false,false,kOff,0.0,10.7,0.0,312,50.0,0.0,10.850000000000001,0.0,-821,-94.0,kReverse,kReverse,
